# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "--fraction" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/D7795_v3_2018.tradis.gff" "-o" "D7795_output_MAC_1.deseq.fc.tsv" "D7795_output_MAC_1.deseq.bam" 
Geneid	Chr	Start	End	Strand	Length	D7795_output_MAC_1.deseq.bam
D7795_00464	D7795_v1_chr	458581	459480	-	900	0
D7795_00465	D7795_v1_chr	459481	459723	-	243	5
D7795_00466	D7795_v1_chr	459933	461381	+	1449	51
D7795_00467	D7795_v1_chr	461425	462222	-	798	158
D7795_00468	D7795_v1_chr	462216	463085	-	870	257
D7795_00469	D7795_v1_chr	463088	464197	-	1110	72
D7795_00470	D7795_v1_chr	464203	465216	-	1014	28
D7795_00471	D7795_v1_chr	465414	466133	-	720	138
D7795_00472	D7795_v1_chr	466273	467376	+	1104	211
D7795_00473	D7795_v1_chr	467386	468195	+	810	168
D7795_00474	D7795_v1_chr	468292	468882	-	591	12
D7795_00475	D7795_v1_chr	468845	469756	-	912	375
D7795_00476	D7795_v1_chr	469882	470373	+	492	47
D7795_00477	D7795_v1_chr	470420	471784	-	1365	121
D7795_00478	D7795_v1_chr	472309	473820	+	1512	201
D7795_00479	D7795_v1_chr	473902	475320	+	1419	157
D7795_00480	D7795_v1_chr	475402	476292	-	891	211
D7795_00481	D7795_v1_chr	476304	476633	-	330	27
D7795_00482	D7795_v1_chr	476633	477247	-	615	44
D7795_00483	D7795_v1_chr	477237	479228	-	1992	415
D7795_00484	D7795_v1_chr	479239	480195	-	957	198
D7795_00485	D7795_v1_chr	480648	482129	-	1482	492
D7795_00486	D7795_v1_chr	482167	482799	-	633	196
D7795_00487	D7795_v1_chr	483052	483366	+	315	74
D7795_00488	D7795_v1_chr	483713	485011	+	1299	223
D7795_00489	D7795_v1_chr	485258	485881	+	624	0
D7795_00490	D7795_v1_chr	485898	486011	+	114	0
D7795_00491	D7795_v1_chr	486133	487404	+	1272	0
D7795_00492	D7795_v1_chr	487432	487538	-	107	13
D7795_00493	D7795_v1_chr	487590	489944	+	2355	34
D7795_00494	D7795_v1_chr	490153	490425	+	273	54
D7795_00495	D7795_v1_chr	490716	492587	+	1872	278
D7795_00496	D7795_v1_chr	492737	493111	+	375	16
D7795_00497	D7795_v1_chr	493215	493613	+	399	0
D7795_00498	D7795_v1_chr	493719	494414	-	696	10
D7795_00499	D7795_v1_chr	494479	496179	-	1701	184
D7795_00500	D7795_v1_chr	496280	497098	+	819	75
D7795_00501	D7795_v1_chr	497046	497140	+	95	0
D7795_00502	D7795_v1_chr	497148	497765	-	618	56
D7795_00503	D7795_v1_chr	497808	498203	-	396	139
D7795_00504	D7795_v1_chr	498316	498774	+	459	99
D7795_00505	D7795_v1_chr	498815	500587	+	1773	555
D7795_00506	D7795_v1_chr	500580	502361	+	1782	363
D7795_00507	D7795_v1_chr	502574	502912	+	339	21
D7795_00508	D7795_v1_chr	502944	504230	+	1287	158
D7795_00509	D7795_v1_chr	504330	505190	-	861	91
D7795_00510	D7795_v1_chr	505405	505974	+	570	265
D7795_00511	D7795_v1_chr	506007	506318	-	312	0
D7795_00512	D7795_v1_chr	506474	506589	+	116	0
D7795_00513	D7795_v1_chr	506627	508177	-	1551	189
D7795_00514	D7795_v1_chr	508402	508662	+	261	0
D7795_00515	D7795_v1_chr	508668	508808	+	141	0
D7795_00516	D7795_v1_chr	508864	509334	-	471	83
D7795_00517	D7795_v1_chr	509452	510003	-	552	786
D7795_00518	D7795_v1_chr	510182	510400	-	219	109
D7795_00519	D7795_v1_chr	510428	510802	-	375	374
D7795_00520	D7795_v1_chr	511298	514447	-	3150	63
D7795_00521	D7795_v1_chr	514470	515663	-	1194	16
D7795_00522	D7795_v1_chr	515805	516458	+	654	341
D7795_00523	D7795_v1_chr	516577	519939	+	3363	830
D7795_00524	D7795_v1_chr	519981	520916	-	936	99
D7795_00525	D7795_v1_chr	520986	521153	-	168	0
D7795_00526	D7795_v1_chr	521167	521682	-	516	139
D7795_00527	D7795_v1_chr	521763	522140	+	378	107
D7795_00528	D7795_v1_chr	522118	522225	+	108	0
D7795_00529	D7795_v1_chr	522293	522844	+	552	189
D7795_00530	D7795_v1_chr	522958	524886	+	1929	0
D7795_00531	D7795_v1_chr	524932	525261	+	330	26
D7795_00532	D7795_v1_chr	525261	525866	+	606	31
D7795_00533	D7795_v1_chr	525977	527851	+	1875	319
D7795_00534	D7795_v1_chr	527981	528065	-	85	0
D7795_00535	D7795_v1_chr	528209	528853	+	645	0
D7795_00536	D7795_v1_chr	529082	530044	+	963	0
D7795_00537	D7795_v1_chr	530041	531012	-	972	313
D7795_00538	D7795_v1_chr	531120	532469	+	1350	293
D7795_00539	D7795_v1_chr	532518	534194	-	1677	451
D7795_00540	D7795_v1_chr	534272	534397	+	126	0
D7795_00541	D7795_v1_chr	534409	535629	-	1221	69
D7795_00542	D7795_v1_chr	535802	537454	+	1653	378
D7795_00543	D7795_v1_chr	537571	538050	-	480	4
D7795_00544	D7795_v1_chr	538130	538246	+	117	2
D7795_00545	D7795_v1_chr	538252	539046	-	795	60
D7795_00546	D7795_v1_chr	539132	539959	-	828	151
D7795_00547	D7795_v1_chr	540113	542614	-	2502	721
D7795_00548	D7795_v1_chr	542724	543140	+	417	55
D7795_00549	D7795_v1_chr	543141	543593	-	453	181
D7795_00550	D7795_v1_chr	543590	544507	-	918	256
D7795_00551	D7795_v1_chr	544654	545331	+	678	673
D7795_00552	D7795_v1_chr	545318	546097	+	780	106
D7795_00553	D7795_v1_chr	546183	547037	-	855	142
D7795_00554	D7795_v1_chr	547097	547867	-	771	376
D7795_00555	D7795_v1_chr	548022	548606	-	585	216
D7795_00556	D7795_v1_chr	548607	549293	+	687	122
D7795_00557	D7795_v1_chr	549290	551704	+	2415	514
D7795_00558	D7795_v1_chr	551701	551805	+	105	0
D7795_00559	D7795_v1_chr	551703	551754	+	52	0
D7795_00560	D7795_v1_chr	551890	553023	+	1134	432
D7795_00561	D7795_v1_chr	553280	554110	+	831	45
D7795_00562	D7795_v1_chr	554147	555163	+	1017	187
D7795_00563	D7795_v1_chr	555156	555815	+	660	73
D7795_00564	D7795_v1_chr	555854	556948	-	1095	194
D7795_00565	D7795_v1_chr	557018	557944	-	927	16
D7795_00566	D7795_v1_chr	558171	558653	+	483	74
D7795_00567	D7795_v1_chr	558732	559550	+	819	148
D7795_00568	D7795_v1_chr	559635	561416	+	1782	623
D7795_00569	D7795_v1_chr	561429	562205	+	777	168
D7795_00570	D7795_v1_chr	562306	563184	+	879	408
D7795_00571	D7795_v1_chr	563250	564497	+	1248	636
D7795_00572	D7795_v1_chr	564593	566047	+	1455	48
D7795_00573	D7795_v1_chr	566126	567487	+	1362	418
D7795_00574	D7795_v1_chr	567546	568844	+	1299	533
D7795_00575	D7795_v1_chr	568867	570015	+	1149	127
D7795_00576	D7795_v1_chr	570027	570092	-	66	0
D7795_00577	D7795_v1_chr	570095	570880	-	786	613
D7795_00578	D7795_v1_chr	570891	572126	-	1236	674
D7795_00579	D7795_v1_chr	572148	573197	-	1050	407
D7795_00580	D7795_v1_chr	573513	575177	+	1665	195
D7795_00581	D7795_v1_chr	575187	576446	+	1260	238
D7795_00582	D7795_v1_chr	576458	577267	+	810	141
D7795_00583	D7795_v1_chr	577271	578164	+	894	190
D7795_00584	D7795_v1_chr	578205	579272	-	1068	114
D7795_00585	D7795_v1_chr	579269	579778	-	510	2
D7795_00586	D7795_v1_chr	579896	580618	-	723	0
D7795_00587	D7795_v1_chr	580621	581115	-	495	4
D7795_00588	D7795_v1_chr	581288	582673	+	1386	0
D7795_00589	D7795_v1_chr	582717	583541	-	825	184
D7795_00590	D7795_v1_chr	583538	583975	-	438	121
D7795_00591	D7795_v1_chr	583968	584513	-	546	53
D7795_00592	D7795_v1_chr	584640	584852	-	213	0
D7795_00593	D7795_v1_chr	584854	585720	-	867	0
D7795_00594	D7795_v1_chr	586267	586824	+	558	490
D7795_00595	D7795_v1_chr	586898	587431	+	534	92
D7795_00596	D7795_v1_chr	587475	588167	+	693	296
D7795_00597	D7795_v1_chr	588198	590810	+	2613	498
D7795_00598	D7795_v1_chr	590825	591832	+	1008	535
D7795_00599	D7795_v1_chr	591842	592360	+	519	307
D7795_00600	D7795_v1_chr	592406	593038	-	633	127
D7795_00601	D7795_v1_chr	593642	594364	-	723	300
D7795_00602	D7795_v1_chr	594383	594694	-	312	37
D7795_00603	D7795_v1_chr	594856	595452	-	597	233
D7795_00604	D7795_v1_chr	595707	595783	+	77	0
D7795_00605	D7795_v1_chr	595877	596149	-	273	48
D7795_00606	D7795_v1_chr	596326	596544	-	219	45
D7795_00607	D7795_v1_chr	596716	596874	+	159	7
D7795_00608	D7795_v1_chr	596931	598571	-	1641	136
D7795_00609	D7795_v1_chr	598564	599490	-	927	281
D7795_00610	D7795_v1_chr	599487	599849	-	363	184
D7795_00611	D7795_v1_chr	599956	600065	+	110	42
D7795_00612	D7795_v1_chr	600272	600517	-	246	120
D7795_00613	D7795_v1_chr	600717	601046	-	330	402
D7795_00614	D7795_v1_chr	601095	601331	+	237	32
D7795_00615	D7795_v1_chr	601385	602239	-	855	135
D7795_00616	D7795_v1_chr	602455	603780	+	1326	377
D7795_00617	D7795_v1_chr	603937	604173	+	237	32
D7795_00618	D7795_v1_chr	604186	604746	+	561	487
D7795_00619	D7795_v1_chr	604833	606008	-	1176	155
D7795_00620	D7795_v1_chr	606334	607728	+	1395	420
D7795_00621	D7795_v1_chr	607770	609017	-	1248	809
D7795_00622	D7795_v1_chr	609328	609738	+	411	791
D7795_00623	D7795_v1_chr	609723	611297	+	1575	186
D7795_00624	D7795_v1_chr	611564	612217	-	654	125
D7795_00625	D7795_v1_chr	612314	612682	-	369	2
D7795_00626	D7795_v1_chr	612682	613263	-	582	102
D7795_00627	D7795_v1_chr	613552	613893	+	342	86
D7795_00628	D7795_v1_chr	613899	614147	-	249	0
D7795_00629	D7795_v1_chr	614214	615332	-	1119	384
D7795_00630	D7795_v1_chr	615344	616048	-	705	147
D7795_00631	D7795_v1_chr	616094	618349	-	2256	539
D7795_00632	D7795_v1_chr	618538	619752	+	1215	288
D7795_00633	D7795_v1_chr	619783	620001	+	219	0
D7795_00634	D7795_v1_chr	619998	623882	+	3885	615
D7795_00635	D7795_v1_chr	624132	625268	+	1137	1032
D7795_00636	D7795_v1_chr	625321	626115	-	795	0
D7795_00637	D7795_v1_chr	626112	627101	-	990	0
D7795_00638	D7795_v1_chr	627101	628108	-	1008	0
D7795_00639	D7795_v1_chr	628219	629463	+	1245	177
D7795_00640	D7795_v1_chr	629526	630482	-	957	8
D7795_00641	D7795_v1_chr	630791	631966	+	1176	183
D7795_00642	D7795_v1_chr	631976	633586	+	1611	230
D7795_00643	D7795_v1_chr	633600	634457	+	858	131
D7795_00644	D7795_v1_chr	634457	635212	+	756	134
D7795_00645	D7795_v1_chr	635215	635628	+	414	52
D7795_00646	D7795_v1_chr	635810	637915	+	2106	553
D7795_00647	D7795_v1_chr	637979	638176	+	198	0
D7795_00648	D7795_v1_chr	638212	639300	-	1089	366
D7795_00649	D7795_v1_chr	639427	640587	+	1161	263
D7795_00650	D7795_v1_chr	640588	641205	-	618	81
D7795_00651	D7795_v1_chr	641178	642413	-	1236	419
D7795_00652	D7795_v1_chr	642579	643481	-	903	183
D7795_00653	D7795_v1_chr	643659	643767	+	109	182
D7795_00654	D7795_v1_chr	643798	644544	-	747	42
D7795_00655	D7795_v1_chr	644690	644841	+	152	31
D7795_00656	D7795_v1_chr	644985	645548	+	564	1
D7795_00657	D7795_v1_chr	645790	647355	+	1566	309
D7795_00658	D7795_v1_chr	647688	648248	+	561	91
D7795_00659	D7795_v1_chr	648241	650520	+	2280	858
D7795_00660	D7795_v1_chr	650517	651074	+	558	287
D7795_00661	D7795_v1_chr	651074	651841	+	768	24
D7795_00662	D7795_v1_chr	651909	652337	-	429	191
D7795_00663	D7795_v1_chr	652560	653798	+	1239	407
D7795_00664	D7795_v1_chr	653881	654291	-	411	22
D7795_00665	D7795_v1_chr	654364	654459	-	96	0
D7795_00666	D7795_v1_chr	654526	655332	-	807	268
D7795_00667	D7795_v1_chr	655442	656905	-	1464	222
D7795_00668	D7795_v1_chr	656943	657839	-	897	238
D7795_00669	D7795_v1_chr	657811	658362	-	552	184
D7795_00670	D7795_v1_chr	658366	659895	-	1530	430
D7795_00671	D7795_v1_chr	659905	660813	-	909	289
D7795_00672	D7795_v1_chr	660810	661106	-	297	56
D7795_00673	D7795_v1_chr	661103	662179	-	1077	307
D7795_00674	D7795_v1_chr	662564	664171	+	1608	323
D7795_00675	D7795_v1_chr	664205	664909	-	705	337
D7795_00676	D7795_v1_chr	665034	665858	+	825	452
D7795_00677	D7795_v1_chr	666411	667052	-	642	796
D7795_00678	D7795_v1_chr	667202	667702	-	501	908
D7795_00679	D7795_v1_chr	667719	668538	+	820	495
D7795_00680	D7795_v1_chr	668842	669180	+	339	23
D7795_00681	D7795_v1_chr	669278	669508	+	231	0
D7795_00682	D7795_v1_chr	669621	669734	+	114	38
D7795_00683	D7795_v1_chr	670127	670537	+	411	30
D7795_00684	D7795_v1_chr	670599	670904	+	306	72
D7795_00685	D7795_v1_chr	671105	671545	+	441	82
D7795_00686	D7795_v1_chr	671589	671792	+	204	31
D7795_00687	D7795_v1_chr	671829	672533	+	705	322
D7795_00688	D7795_v1_chr	672685	674325	+	1641	732
D7795_00689	D7795_v1_chr	674339	674839	+	501	398
D7795_00690	D7795_v1_chr	674836	675615	+	780	197
D7795_00691	D7795_v1_chr	675626	676198	+	573	131
D7795_00692	D7795_v1_chr	676232	676936	-	705	288
D7795_00693	D7795_v1_chr	677036	677716	+	681	213
D7795_00694	D7795_v1_chr	677735	677881	-	147	0
D7795_00695	D7795_v1_chr	677770	679155	-	1386	214
D7795_00696	D7795_v1_chr	679534	680106	+	573	278
D7795_00697	D7795_v1_chr	680294	680503	+	210	33
D7795_00698	D7795_v1_chr	680561	680944	-	384	0
D7795_00699	D7795_v1_chr	681035	681823	+	789	203
D7795_00700	D7795_v1_chr	681952	682155	+	204	43
D7795_00701	D7795_v1_chr	682241	683206	-	966	0
D7795_00702	D7795_v1_chr	683412	684365	-	954	491
D7795_00703	D7795_v1_chr	684667	685308	-	642	1
D7795_00704	D7795_v1_chr	685408	685671	-	264	14
D7795_00705	D7795_v1_chr	685779	686990	-	1212	129
D7795_00706	D7795_v1_chr	687131	688264	-	1134	247
D7795_00707	D7795_v1_chr	688275	689387	-	1113	0
D7795_00708	D7795_v1_chr	689390	691291	-	1902	1
D7795_00709	D7795_v1_chr	691322	691789	-	468	0
D7795_00710	D7795_v1_chr	691793	692110	-	318	36
D7795_00711	D7795_v1_chr	692439	693047	-	609	150
D7795_00712	D7795_v1_chr	693144	694238	+	1095	418
D7795_00713	D7795_v1_chr	694213	694863	-	651	0
D7795_00714	D7795_v1_chr	694856	695887	-	1032	0
D7795_00715	D7795_v1_chr	695887	696477	-	591	0
D7795_00716	D7795_v1_chr	696492	699074	-	2583	0
D7795_00717	D7795_v1_chr	699362	699652	+	291	178
D7795_00718	D7795_v1_chr	699591	700841	+	1251	714
D7795_00719	D7795_v1_chr	700891	701844	+	954	378
D7795_00720	D7795_v1_chr	701912	703840	+	1929	1096
D7795_00721	D7795_v1_chr	703933	704406	+	474	212
D7795_00722	D7795_v1_chr	704445	705440	-	996	1166
D7795_00723	D7795_v1_chr	705565	706272	+	708	189
D7795_00724	D7795_v1_chr	706269	707702	+	1434	270
D7795_00725	D7795_v1_chr	707714	708409	+	696	459
D7795_00726	D7795_v1_chr	708406	709878	+	1473	306
D7795_00727	D7795_v1_chr	709900	711579	-	1680	386
D7795_00728	D7795_v1_chr	711655	712893	-	1239	393
D7795_00729	D7795_v1_chr	712925	713860	-	936	227
D7795_00730	D7795_v1_chr	713977	714702	-	726	34
D7795_00731	D7795_v1_chr	714702	715376	-	675	180
D7795_00732	D7795_v1_chr	715376	716116	-	741	202
D7795_00733	D7795_v1_chr	716128	716280	-	153	0
D7795_00734	D7795_v1_chr	716276	717184	-	909	214
D7795_00735	D7795_v1_chr	717539	719128	-	1590	0
D7795_00736	D7795_v1_chr	719097	719975	-	879	190
D7795_00737	D7795_v1_chr	720133	720606	-	474	0
D7795_00738	D7795_v1_chr	720603	721649	-	1047	44
D7795_00739	D7795_v1_chr	721854	723278	-	1425	233
D7795_00740	D7795_v1_chr	723422	724597	+	1176	0
D7795_00741	D7795_v1_chr	724664	725188	-	525	133
D7795_00742	D7795_v1_chr	725375	725449	-	75	0
D7795_00743	D7795_v1_chr	725493	725567	-	75	0
D7795_00744	D7795_v1_chr	725614	725690	-	77	1
D7795_00745	D7795_v1_chr	725706	725780	-	75	0
D7795_00746	D7795_v1_chr	725816	725890	-	75	0
D7795_00747	D7795_v1_chr	725914	725998	-	85	0
D7795_00748	D7795_v1_chr	726007	726083	-	77	0
D7795_00749	D7795_v1_chr	726275	726431	+	157	0
D7795_00750	D7795_v1_chr	726305	727969	-	1665	701
D7795_00751	D7795_v1_chr	728259	729011	-	753	56
D7795_00752	D7795_v1_chr	729058	730278	-	1221	95
D7795_00753	D7795_v1_chr	730283	731497	-	1215	33
D7795_00754	D7795_v1_chr	731497	732297	-	801	10
D7795_00755	D7795_v1_chr	732624	734576	+	1953	801
D7795_00756	D7795_v1_chr	734787	736454	+	1668	0
D7795_00757	D7795_v1_chr	737115	738521	+	1407	491
D7795_00758	D7795_v1_chr	738571	738903	+	333	12
D7795_00759	D7795_v1_chr	738952	740256	-	1305	328
D7795_00760	D7795_v1_chr	740307	741446	-	1140	266
D7795_00761	D7795_v1_chr	741433	742836	-	1404	191
D7795_00762	D7795_v1_chr	742934	743860	-	927	113
D7795_00763	D7795_v1_chr	743975	744427	-	453	27
D7795_00764	D7795_v1_chr	744547	744602	-	56	0
D7795_00765	D7795_v1_chr	744709	745239	-	531	5
D7795_00766	D7795_v1_chr	745390	745683	-	294	9
D7795_00767	D7795_v1_chr	745817	746587	-	771	62
D7795_00768	D7795_v1_chr	746772	747314	+	543	8
D7795_00769	D7795_v1_chr	747339	748979	+	1641	0
D7795_00770	D7795_v1_chr	749094	749579	-	486	9
D7795_00771	D7795_v1_chr	749644	750963	-	1320	288
D7795_00772	D7795_v1_chr	750960	753158	-	2199	643
D7795_00773	D7795_v1_chr	753538	753642	-	105	0
D7795_00774	D7795_v1_chr	753920	754597	-	678	188
D7795_00775	D7795_v1_chr	754594	757278	-	2685	728
D7795_00776	D7795_v1_chr	757275	757859	-	585	84
D7795_00777	D7795_v1_chr	757868	759916	-	2049	268
D7795_00778	D7795_v1_chr	759937	761616	-	1680	477
D7795_00779	D7795_v1_chr	761616	761705	-	90	99
D7795_00780	D7795_v1_chr	762042	762248	+	207	63
D7795_00781	D7795_v1_chr	762360	763781	+	1422	166
D7795_00782	D7795_v1_chr	763820	765343	-	1524	816
D7795_00783	D7795_v1_chr	765630	766373	+	744	126
D7795_00784	D7795_v1_chr	766389	767045	+	657	126
D7795_00785	D7795_v1_chr	767039	767971	+	933	516
D7795_00786	D7795_v1_chr	767961	768695	+	735	201
D7795_00787	D7795_v1_chr	768817	769608	+	792	389
D7795_00788	D7795_v1_chr	769663	770709	-	1047	324
D7795_00789	D7795_v1_chr	770846	772129	-	1284	41
D7795_00790	D7795_v1_chr	772333	772395	-	63	13
D7795_00791	D7795_v1_chr	772869	773273	+	405	18
D7795_00792	D7795_v1_chr	773267	773614	+	348	22
D7795_00793	D7795_v1_chr	773614	775380	+	1767	86
D7795_00794	D7795_v1_chr	775397	776113	+	717	16
D7795_00795	D7795_v1_chr	776212	776307	+	96	0
D7795_00796	D7795_v1_chr	776637	779438	+	2802	5
D7795_00797	D7795_v1_chr	779453	780661	+	1209	1
D7795_00798	D7795_v1_chr	780803	781969	+	1167	82
D7795_00799	D7795_v1_chr	781969	782838	+	870	45
D7795_00800	D7795_v1_chr	782827	782910	+	84	12
D7795_00801	D7795_v1_chr	782867	782992	+	126	4
D7795_00802	D7795_v1_chr	784421	785989	+	1569	0
D7795_00803	D7795_v1_chr	786005	787144	+	1140	0
D7795_00804	D7795_v1_chr	787159	787272	+	114	0
D7795_00805	D7795_v1_chr	787272	787565	+	294	4
D7795_00806	D7795_v1_chr	787714	787797	+	84	16
D7795_00807	D7795_v1_chr	787794	788198	+	405	0
D7795_00808	D7795_v1_chr	788195	788887	+	693	0
D7795_00809	D7795_v1_chr	788891	789319	+	429	0
D7795_00810	D7795_v1_chr	789384	790562	+	1179	0
D7795_00811	D7795_v1_chr	790686	791978	+	1293	3
D7795_00812	D7795_v1_chr	792013	792537	+	525	16
D7795_00813	D7795_v1_chr	792547	793335	+	789	363
D7795_00814	D7795_v1_chr	793500	793575	+	76	0
D7795_00815	D7795_v1_chr	793712	793787	+	76	0
D7795_00816	D7795_v1_chr	793791	793866	+	76	0
D7795_00817	D7795_v1_chr	794006	794081	+	76	0
D7795_00818	D7795_v1_chr	794216	794291	+	76	0
D7795_00819	D7795_v1_chr	794896	795939	+	1044	75
D7795_00820	D7795_v1_chr	795964	796683	+	720	34
D7795_00821	D7795_v1_chr	796680	797618	-	939	128
D7795_00822	D7795_v1_chr	797729	798115	-	387	35
D7795_00823	D7795_v1_chr	798435	799487	+	1053	68
D7795_00824	D7795_v1_chr	799581	800126	-	546	202
D7795_00825	D7795_v1_chr	800141	800986	-	846	43
D7795_00826	D7795_v1_chr	801116	802006	+	891	1
D7795_00827	D7795_v1_chr	802007	802933	-	927	21
D7795_00828	D7795_v1_chr	803213	804481	+	1269	2
D7795_00829	D7795_v1_chr	804531	804779	+	249	45
D7795_00830	D7795_v1_chr	804795	806564	+	1770	383
D7795_00831	D7795_v1_chr	806577	807878	+	1302	464
D7795_00832	D7795_v1_chr	807997	808695	+	699	64
D7795_00833	D7795_v1_chr	809075	810154	+	1080	104
D7795_00834	D7795_v1_chr	810154	810930	+	777	38
D7795_00835	D7795_v1_chr	811021	811773	-	753	2
D7795_00836	D7795_v1_chr	811997	813037	-	1041	221
D7795_00837	D7795_v1_chr	813031	814179	-	1149	88
D7795_00838	D7795_v1_chr	814182	815228	-	1047	27
D7795_00839	D7795_v1_chr	815239	816255	-	1017	997
D7795_00840	D7795_v1_chr	816478	817386	-	909	178
D7795_00841	D7795_v1_chr	817557	819032	-	1476	615
D7795_00842	D7795_v1_chr	819100	819888	-	789	164
D7795_00843	D7795_v1_chr	820017	820166	+	150	103
D7795_00844	D7795_v1_chr	820333	821106	+	774	75
D7795_00845	D7795_v1_chr	821106	821795	+	690	226
D7795_00846	D7795_v1_chr	821798	822856	+	1059	219
D7795_00847	D7795_v1_chr	822857	823675	-	819	189
D7795_00848	D7795_v1_chr	823839	824834	+	996	79
D7795_00849	D7795_v1_chr	824978	826261	-	1284	472
D7795_00850	D7795_v1_chr	826553	827722	+	1170	319
D7795_00851	D7795_v1_chr	827719	828660	+	942	208
D7795_00852	D7795_v1_chr	828705	829430	+	726	149
D7795_00853	D7795_v1_chr	829627	831312	+	1686	275
D7795_00854	D7795_v1_chr	831314	832834	+	1521	454
D7795_00855	D7795_v1_chr	832919	833395	-	477	99
D7795_00856	D7795_v1_chr	833453	834742	-	1290	160
D7795_00857	D7795_v1_chr	834829	835869	+	1041	248
D7795_00858	D7795_v1_chr	835866	837023	+	1158	341
D7795_00859	D7795_v1_chr	837007	837762	+	756	95
D7795_00860	D7795_v1_chr	837755	838441	+	687	156
D7795_00861	D7795_v1_chr	838733	838795	-	63	0
D7795_00862	D7795_v1_chr	839092	841113	+	2022	170
D7795_00863	D7795_v1_chr	841422	841595	+	174	58
D7795_00864	D7795_v1_chr	841603	842439	+	837	532
D7795_00865	D7795_v1_chr	842527	843183	+	657	266
D7795_00866	D7795_v1_chr	843273	843857	+	585	394
D7795_00867	D7795_v1_chr	843949	844857	-	909	256
D7795_00868	D7795_v1_chr	845221	846243	+	1023	177
D7795_00869	D7795_v1_chr	846265	846777	+	513	127
D7795_00870	D7795_v1_chr	846822	847265	+	444	172
D7795_00871	D7795_v1_chr	847258	847503	+	246	0
D7795_00872	D7795_v1_chr	847505	847957	+	453	224
D7795_00873	D7795_v1_chr	848005	848709	+	705	405
D7795_00874	D7795_v1_chr	849040	849561	+	522	162
D7795_00875	D7795_v1_chr	849591	850193	+	603	57
D7795_00876	D7795_v1_chr	850201	850761	+	561	220
D7795_00877	D7795_v1_chr	850764	851726	-	963	221
D7795_00878	D7795_v1_chr	851726	852967	-	1242	421
D7795_00879	D7795_v1_chr	852964	853722	-	759	281
D7795_00880	D7795_v1_chr	853855	854265	+	411	82
D7795_00881	D7795_v1_chr	854227	855333	-	1107	85
D7795_00882	D7795_v1_chr	855449	856579	-	1131	172
D7795_00883	D7795_v1_chr	856572	858308	-	1737	599
D7795_00884	D7795_v1_chr	858301	859296	-	996	322
D7795_00885	D7795_v1_chr	859296	859970	-	675	380
D7795_00886	D7795_v1_chr	860200	861561	+	1362	456
D7795_00887	D7795_v1_chr	861769	863913	+	2145	359
D7795_00888	D7795_v1_chr	863943	864917	+	975	308
D7795_00889	D7795_v1_chr	864914	865070	-	157	12
D7795_00890	D7795_v1_chr	864984	865013	+	30	0
D7795_00891	D7795_v1_chr	865073	865333	-	261	41
D7795_00892	D7795_v1_chr	865618	865884	-	267	104
D7795_00893	D7795_v1_chr	866089	867015	+	927	67
D7795_00894	D7795_v1_chr	867012	869234	-	2223	335
D7795_00895	D7795_v1_chr	869353	870075	-	723	126
D7795_00896	D7795_v1_chr	870072	870731	-	660	91
D7795_00897	D7795_v1_chr	870875	871621	-	747	386
D7795_00898	D7795_v1_chr	872098	872601	-	504	360
D7795_00899	D7795_v1_chr	872904	873791	-	888	174
D7795_00900	D7795_v1_chr	874045	874092	+	48	0
D7795_00901	D7795_v1_chr	874145	874660	+	516	185
D7795_00902	D7795_v1_chr	874723	876303	-	1581	352
D7795_00903	D7795_v1_chr	876568	876696	-	129	48
D7795_00904	D7795_v1_chr	876651	876747	-	97	0
D7795_00905	D7795_v1_chr	876882	877355	+	474	1
D7795_00906	D7795_v1_chr	877352	878464	+	1113	263
D7795_00907	D7795_v1_chr	878508	879428	-	921	96
D7795_00908	D7795_v1_chr	879647	881239	+	1593	360
D7795_00909	D7795_v1_chr	881486	882382	+	897	52
D7795_00910	D7795_v1_chr	882504	882953	-	450	419
D7795_00911	D7795_v1_chr	883136	883213	+	78	0
D7795_00912	D7795_v1_chr	883335	884600	-	1266	240
D7795_00913	D7795_v1_chr	884862	885671	+	810	283
D7795_00914	D7795_v1_chr	885749	888181	-	2433	415
D7795_00915	D7795_v1_chr	888187	889086	-	900	29
D7795_00916	D7795_v1_chr	889364	890113	-	750	22
D7795_00917	D7795_v1_chr	890113	891348	-	1236	51
D7795_00918	D7795_v1_chr	891551	892492	+	942	224
D7795_00919	D7795_v1_chr	892503	894374	+	1872	277
D7795_00920	D7795_v1_chr	894407	895945	+	1539	382
D7795_00921	D7795_v1_chr	896006	896926	+	921	153
D7795_00922	D7795_v1_chr	896929	897840	+	912	83
D7795_00923	D7795_v1_chr	897931	899256	-	1326	339
D7795_00924	D7795_v1_chr	899487	899870	+	384	40
D7795_00925	D7795_v1_chr	899910	899979	-	70	0
D7795_00926	D7795_v1_chr	900583	901098	+	516	0
D7795_00927	D7795_v1_chr	901121	901870	+	750	0
D7795_00928	D7795_v1_chr	901881	902834	+	954	28
D7795_00929	D7795_v1_chr	902867	903130	+	264	10
D7795_00930	D7795_v1_chr	903127	904290	+	1164	193
D7795_00931	D7795_v1_chr	904315	904506	+	192	6
