# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/P125109_v3_2018.ess_90.gff" "-o" "P125109_output_MAC.ess.fc.tsv" "P125109_output_MAC.ess.bam" 
Geneid	Chr	Start	End	Strand	Length	P125109_output_MAC.ess.bam
P125109_00466	P125109_v1_chr	464938	465666	+	729	10
P125109_00467	P125109_v1_chr	465903	466434	-	532	6
P125109_00468	P125109_v1_chr	466488	467308	-	821	18
P125109_00469	P125109_v1_chr	467434	467876	+	443	10
P125109_00470	P125109_v1_chr	468108	469336	-	1229	34
P125109_00471	P125109_v1_chr	469861	471221	+	1361	66
P125109_00472	P125109_v1_chr	471384	471940	+	557	6
P125109_00473	P125109_v1_chr	472194	472809	+	616	28
P125109_00474	P125109_v1_chr	473048	473849	-	802	29
P125109_00475	P125109_v1_chr	473894	474190	-	297	11
P125109_00476	P125109_v1_chr	474251	474804	-	554	11
P125109_00477	P125109_v1_chr	474993	476785	-	1793	47
P125109_00478	P125109_v1_chr	476891	477752	-	862	32
P125109_00479	P125109_v1_chr	478353	479686	-	1334	36
P125109_00480	P125109_v1_chr	479787	480356	-	570	14
P125109_00481	P125109_v1_chr	480609	480892	+	284	13
P125109_00482	P125109_v1_chr	481270	482439	+	1170	19
P125109_00483	P125109_v1_chr	482816	483377	+	562	1
P125109_00484	P125109_v1_chr	483456	483558	+	103	1
P125109_00485	P125109_v1_chr	483691	484835	+	1145	2
P125109_00486	P125109_v1_chr	485000	485096	-	97	1
P125109_00487	P125109_v1_chr	485148	487267	+	2120	15
P125109_00488	P125109_v1_chr	487711	487956	+	246	12
P125109_00489	P125109_v1_chr	488274	489958	+	1685	25
P125109_00490	P125109_v1_chr	490295	490632	+	338	8
P125109_00491	P125109_v1_chr	490773	491132	+	360	9
P125109_00492	P125109_v1_chr	491346	491972	-	627	18
P125109_00493	P125109_v1_chr	492207	493737	-	1531	28
P125109_00494	P125109_v1_chr	493838	494575	+	738	13
P125109_00495	P125109_v1_chr	494604	494689	+	86	5
P125109_00496	P125109_v1_chr	494811	495761	-	951	10
P125109_00497	P125109_v1_chr	495874	496287	+	414	16
P125109_00498	P125109_v1_chr	496373	497968	+	1596	34
P125109_00499	P125109_v1_chr	498138	499741	+	1604	32
P125109_00500	P125109_v1_chr	500132	500437	+	306	7
P125109_00501	P125109_v1_chr	500502	501660	+	1159	17
P125109_00502	P125109_v1_chr	501974	502748	-	775	10
P125109_00503	P125109_v1_chr	502963	503475	+	513	10
P125109_00504	P125109_v1_chr	503596	503876	-	281	3
P125109_00505	P125109_v1_chr	504032	504136	+	105	0
P125109_00506	P125109_v1_chr	504340	505735	-	1396	31
P125109_00507	P125109_v1_chr	505960	506194	+	235	2
P125109_00508	P125109_v1_chr	506226	506352	+	127	0
P125109_00509	P125109_v1_chr	506469	506892	-	424	18
P125109_00510	P125109_v1_chr	507065	507561	-	497	50
P125109_00511	P125109_v1_chr	507761	507958	-	198	27
P125109_00512	P125109_v1_chr	508023	508360	-	338	59
P125109_00513	P125109_v1_chr	509171	512005	-	2835	47
P125109_00514	P125109_v1_chr	512147	513221	-	1075	16
P125109_00515	P125109_v1_chr	513363	513951	+	589	41
P125109_00516	P125109_v1_chr	514135	517161	+	3027	75
P125109_00517	P125109_v1_chr	517632	518474	-	843	18
P125109_00518	P125109_v1_chr	518560	518711	-	152	5
P125109_00519	P125109_v1_chr	518776	519240	-	465	9
P125109_00520	P125109_v1_chr	519321	519661	+	341	7
P125109_00521	P125109_v1_chr	519676	519773	+	98	0
P125109_00522	P125109_v1_chr	519851	520347	+	497	6
P125109_00523	P125109_v1_chr	520516	522252	+	1737	5
P125109_00524	P125109_v1_chr	522490	522786	+	297	4
P125109_00525	P125109_v1_chr	522819	523364	+	546	17
P125109_00526	P125109_v1_chr	523535	525222	+	1688	55
P125109_00527	P125109_v1_chr	525547	525623	-	77	2
P125109_00528	P125109_v1_chr	525767	526347	+	581	1
P125109_00529	P125109_v1_chr	526640	527506	+	867	2
P125109_00530	P125109_v1_chr	527696	528570	-	875	13
P125109_00531	P125109_v1_chr	528678	529892	+	1215	34
P125109_00532	P125109_v1_chr	530243	531752	-	1510	24
P125109_00533	P125109_v1_chr	531830	531943	+	114	3
P125109_00534	P125109_v1_chr	532089	533187	-	1099	25
P125109_00535	P125109_v1_chr	533360	534855	+	1496	66
P125109_00536	P125109_v1_chr	535186	535617	-	432	5
P125109_00537	P125109_v1_chr	535697	535802	+	106	0
P125109_00538	P125109_v1_chr	535898	536613	-	716	18
P125109_00539	P125109_v1_chr	536781	537526	-	746	24
P125109_00540	P125109_v1_chr	537930	540181	-	2252	59
P125109_00541	P125109_v1_chr	540291	540666	+	376	5
P125109_00542	P125109_v1_chr	540753	541160	-	408	14
P125109_00543	P125109_v1_chr	541248	542074	-	827	23
P125109_00544	P125109_v1_chr	542221	542831	+	611	58
P125109_00545	P125109_v1_chr	542885	543586	+	702	30
P125109_00546	P125109_v1_chr	543835	544604	-	770	25
P125109_00547	P125109_v1_chr	544741	545434	-	694	14
P125109_00548	P125109_v1_chr	545647	546173	-	527	12
P125109_00549	P125109_v1_chr	546174	546792	+	619	6
P125109_00550	P125109_v1_chr	546857	549030	+	2174	67
P125109_00551	P125109_v1_chr	549268	549362	+	95	0
P125109_00552	P125109_v1_chr	549270	549316	+	47	0
P125109_00553	P125109_v1_chr	549457	550477	+	1021	33
P125109_00554	P125109_v1_chr	550847	551594	+	748	16
P125109_00555	P125109_v1_chr	551714	552629	+	916	26
P125109_00556	P125109_v1_chr	552723	553316	+	594	12
P125109_00557	P125109_v1_chr	553530	554515	-	986	19
P125109_00558	P125109_v1_chr	554677	555511	-	835	27
P125109_00559	P125109_v1_chr	555738	556172	+	435	13
P125109_00560	P125109_v1_chr	556299	557036	+	738	13
P125109_00561	P125109_v1_chr	557202	558805	+	1604	55
P125109_00562	P125109_v1_chr	558996	559695	+	700	37
P125109_00563	P125109_v1_chr	559873	560664	+	792	41
P125109_00564	P125109_v1_chr	560817	561940	+	1124	119
P125109_00565	P125109_v1_chr	562160	563469	+	1310	28
P125109_00566	P125109_v1_chr	563693	564918	+	1226	48
P125109_00567	P125109_v1_chr	565113	566282	+	1170	76
P125109_00568	P125109_v1_chr	566434	567468	+	1035	24
P125109_00569	P125109_v1_chr	567600	567659	-	60	4
P125109_00570	P125109_v1_chr	567740	568447	-	708	79
P125109_00571	P125109_v1_chr	568581	569693	-	1113	59
P125109_00572	P125109_v1_chr	569820	570764	-	945	78
P125109_00573	P125109_v1_chr	571080	572578	+	1499	42
P125109_00574	P125109_v1_chr	572754	573887	+	1134	27
P125109_00575	P125109_v1_chr	574025	574753	+	729	10
P125109_00576	P125109_v1_chr	574838	575642	+	805	8
P125109_00577	P125109_v1_chr	575878	576839	-	962	8
P125109_00578	P125109_v1_chr	576887	577345	-	459	6
P125109_00579	P125109_v1_chr	577535	578185	-	651	4
P125109_00580	P125109_v1_chr	578237	578682	-	446	0
P125109_00581	P125109_v1_chr	578855	580102	+	1248	0
P125109_00582	P125109_v1_chr	580366	581108	-	743	12
P125109_00583	P125109_v1_chr	581148	581542	-	395	17
P125109_00584	P125109_v1_chr	581589	582080	-	492	13
P125109_00585	P125109_v1_chr	582228	582419	-	192	6
P125109_00586	P125109_v1_chr	582507	583287	-	781	2
P125109_00587	P125109_v1_chr	583834	584336	+	503	30
P125109_00588	P125109_v1_chr	584465	584945	+	481	21
P125109_00589	P125109_v1_chr	585042	585665	+	624	35
P125109_00590	P125109_v1_chr	585765	588116	+	2352	53
P125109_00591	P125109_v1_chr	588392	589299	+	908	70
P125109_00592	P125109_v1_chr	589409	589876	+	468	14
P125109_00593	P125109_v1_chr	590036	590605	-	570	28
P125109_00594	P125109_v1_chr	591281	591931	-	651	70
P125109_00595	P125109_v1_chr	591981	592261	-	281	18
P125109_00596	P125109_v1_chr	592482	593019	-	538	49
P125109_00597	P125109_v1_chr	593274	593343	+	70	1
P125109_00598	P125109_v1_chr	593471	593716	-	246	18
P125109_00599	P125109_v1_chr	593914	594111	-	198	17
P125109_00600	P125109_v1_chr	594283	594426	+	144	10
P125109_00601	P125109_v1_chr	594662	596138	-	1477	31
P125109_00602	P125109_v1_chr	596223	597057	-	835	60
P125109_00603	P125109_v1_chr	597090	597416	-	327	26
P125109_00604	P125109_v1_chr	597523	597621	+	99	3
P125109_00605	P125109_v1_chr	597863	598084	-	222	18
P125109_00606	P125109_v1_chr	598317	598613	-	297	28
P125109_00607	P125109_v1_chr	598662	598875	+	214	7
P125109_00608	P125109_v1_chr	599037	599806	-	770	28
P125109_00609	P125109_v1_chr	600022	601215	+	1194	38
P125109_00610	P125109_v1_chr	601504	601717	+	214	4
P125109_00611	P125109_v1_chr	601753	602257	+	505	46
P125109_00612	P125109_v1_chr	602517	603575	-	1059	30
P125109_00613	P125109_v1_chr	603901	605156	+	1256	42
P125109_00614	P125109_v1_chr	605461	606584	-	1124	120
P125109_00615	P125109_v1_chr	606895	608668	+	1774	86
P125109_00616	P125109_v1_chr	609197	609785	-	589	14
P125109_00617	P125109_v1_chr	609918	610250	-	333	9
P125109_00618	P125109_v1_chr	610308	610831	-	524	11
P125109_00619	P125109_v1_chr	611120	611427	+	308	5
P125109_00620	P125109_v1_chr	611491	611715	-	225	1
P125109_00621	P125109_v1_chr	611893	612900	-	1008	24
P125109_00622	P125109_v1_chr	612982	613616	-	635	21
P125109_00623	P125109_v1_chr	613887	615917	-	2031	45
P125109_00624	P125109_v1_chr	616106	617199	+	1094	23
P125109_00625	P125109_v1_chr	617351	617548	+	198	2
P125109_00626	P125109_v1_chr	617566	621062	+	3497	76
P125109_00627	P125109_v1_chr	621700	622723	+	1024	139
P125109_00628	P125109_v1_chr	622968	623683	-	716	0
P125109_00629	P125109_v1_chr	623779	624669	-	891	0
P125109_00630	P125109_v1_chr	624769	625676	-	908	1
P125109_00631	P125109_v1_chr	625787	626907	+	1121	32
P125109_00632	P125109_v1_chr	627189	628050	-	862	4
P125109_00633	P125109_v1_chr	628359	629417	+	1059	11
P125109_00634	P125109_v1_chr	629544	630993	+	1450	36
P125109_00635	P125109_v1_chr	631168	631940	+	773	12
P125109_00636	P125109_v1_chr	632025	632705	+	681	15
P125109_00637	P125109_v1_chr	632783	633155	+	373	9
P125109_00638	P125109_v1_chr	633378	635273	+	1896	55
P125109_00639	P125109_v1_chr	635547	635725	+	179	0
P125109_00640	P125109_v1_chr	635888	636868	-	981	24
P125109_00641	P125109_v1_chr	636995	638039	+	1045	13
P125109_00642	P125109_v1_chr	638217	638773	-	557	6
P125109_00643	P125109_v1_chr	638869	639981	-	1113	57
P125109_00644	P125109_v1_chr	640237	641049	-	813	81
P125109_00645	P125109_v1_chr	641227	641325	+	99	20
P125109_00646	P125109_v1_chr	641440	642112	-	673	15
P125109_00647	P125109_v1_chr	642258	642394	+	137	8
P125109_00648	P125109_v1_chr	642553	643060	+	508	4
P125109_00649	P125109_v1_chr	643358	644767	+	1410	32
P125109_00650	P125109_v1_chr	645256	645760	+	505	20
P125109_00651	P125109_v1_chr	645809	647860	+	2052	79
P125109_00652	P125109_v1_chr	648085	648587	+	503	19
P125109_00653	P125109_v1_chr	648642	649333	+	692	11
P125109_00654	P125109_v1_chr	649519	649905	-	387	11
P125109_00655	P125109_v1_chr	650128	651243	+	1116	26
P125109_00656	P125109_v1_chr	651490	651859	-	370	7
P125109_00657	P125109_v1_chr	651941	652027	-	87	3
P125109_00658	P125109_v1_chr	652174	652900	-	727	12
P125109_00659	P125109_v1_chr	653156	654473	-	1318	27
P125109_00660	P125109_v1_chr	654600	655407	-	808	29
P125109_00661	P125109_v1_chr	655434	655930	-	497	18
P125109_00662	P125109_v1_chr	656087	657463	-	1377	31
P125109_00663	P125109_v1_chr	657563	658381	-	819	16
P125109_00664	P125109_v1_chr	658407	658674	-	268	7
P125109_00665	P125109_v1_chr	658778	659747	-	970	60
P125109_00666	P125109_v1_chr	660132	661627	+	1496	50
P125109_00667	P125109_v1_chr	661762	662374	+	613	28
P125109_00668	P125109_v1_chr	662475	662607	-	133	3
P125109_00669	P125109_v1_chr	662634	663881	-	1248	50
P125109_00670	P125109_v1_chr	664260	664775	+	516	85
P125109_00671	P125109_v1_chr	665020	665208	+	189	5
P125109_00672	P125109_v1_chr	665325	665670	-	346	0
P125109_00673	P125109_v1_chr	665761	666471	+	711	15
P125109_00674	P125109_v1_chr	666678	666861	+	184	3
P125109_00675	P125109_v1_chr	667063	667932	-	870	2
P125109_00676	P125109_v1_chr	668233	669091	-	859	73
P125109_00677	P125109_v1_chr	669457	670034	-	578	15
P125109_00678	P125109_v1_chr	670160	670397	-	238	0
P125109_00679	P125109_v1_chr	670626	671716	-	1091	11
P125109_00680	P125109_v1_chr	671970	672990	-	1021	25
P125109_00681	P125109_v1_chr	673112	674113	-	1002	0
P125109_00682	P125109_v1_chr	674306	676017	-	1712	2
P125109_00683	P125109_v1_chr	676094	676515	-	422	13
P125109_00684	P125109_v1_chr	676550	676836	-	287	10
P125109_00685	P125109_v1_chr	677225	677773	-	549	13
P125109_00686	P125109_v1_chr	677870	678855	+	986	32
P125109_00687	P125109_v1_chr	679004	679589	-	586	1
P125109_00688	P125109_v1_chr	679685	680613	-	929	1
P125109_00689	P125109_v1_chr	680672	681203	-	532	2
P125109_00690	P125109_v1_chr	681476	683800	-	2325	11
P125109_00691	P125109_v1_chr	684088	684349	+	262	6
P125109_00692	P125109_v1_chr	684317	685442	+	1126	81
P125109_00693	P125109_v1_chr	685617	686475	+	859	79
P125109_00694	P125109_v1_chr	686638	688374	+	1737	167
P125109_00695	P125109_v1_chr	688659	689085	+	427	12
P125109_00696	P125109_v1_chr	689270	690166	-	897	101
P125109_00697	P125109_v1_chr	690291	690928	+	638	40
P125109_00698	P125109_v1_chr	690995	692285	+	1291	42
P125109_00699	P125109_v1_chr	692440	693066	+	627	42
P125109_00700	P125109_v1_chr	693132	694457	+	1326	44
P125109_00701	P125109_v1_chr	694794	696305	-	1512	45
P125109_00702	P125109_v1_chr	696445	697028	-	584	14
P125109_00703	P125109_v1_chr	697155	697619	-	465	20
P125109_00704	P125109_v1_chr	697744	698586	-	843	13
P125109_00705	P125109_v1_chr	698775	699428	-	654	23
P125109_00706	P125109_v1_chr	699495	700102	-	608	16
P125109_00707	P125109_v1_chr	700176	700842	-	667	25
P125109_00708	P125109_v1_chr	700869	701006	-	138	4
P125109_00709	P125109_v1_chr	701092	701910	-	819	23
P125109_00710	P125109_v1_chr	702424	703854	-	1431	5
P125109_00711	P125109_v1_chr	703910	704701	-	792	20
P125109_00712	P125109_v1_chr	704906	705332	-	427	2
P125109_00713	P125109_v1_chr	705433	706375	-	943	11
P125109_00714	P125109_v1_chr	706722	708004	-	1283	34
P125109_00715	P125109_v1_chr	708148	709206	+	1059	8
P125109_00716	P125109_v1_chr	709442	709914	-	473	21
P125109_00717	P125109_v1_chr	710108	710175	-	68	1
P125109_00718	P125109_v1_chr	710226	710293	-	68	3
P125109_00719	P125109_v1_chr	710347	710416	-	70	0
P125109_00720	P125109_v1_chr	710439	710506	-	68	1
P125109_00721	P125109_v1_chr	710549	710616	-	68	0
P125109_00722	P125109_v1_chr	710648	710724	-	77	0
P125109_00723	P125109_v1_chr	710740	710809	-	70	0
P125109_00724	P125109_v1_chr	711001	711142	+	142	2
P125109_00725	P125109_v1_chr	711197	712695	-	1499	63
P125109_00726	P125109_v1_chr	713060	713737	-	678	10
P125109_00727	P125109_v1_chr	713906	715004	-	1099	41
P125109_00728	P125109_v1_chr	715130	716223	-	1094	26
P125109_00729	P125109_v1_chr	716303	717023	-	721	19
P125109_00730	P125109_v1_chr	717350	719107	+	1758	52
P125109_00731	P125109_v1_chr	719513	721014	+	1502	1
P125109_00732	P125109_v1_chr	721841	723107	+	1267	71
P125109_00733	P125109_v1_chr	723297	723596	+	300	8
P125109_00734	P125109_v1_chr	723808	724982	-	1175	29
P125109_00735	P125109_v1_chr	725147	726172	-	1026	27
P125109_00736	P125109_v1_chr	726299	727562	-	1264	38
P125109_00737	P125109_v1_chr	727752	728586	-	835	21
P125109_00738	P125109_v1_chr	728746	729153	-	408	6
P125109_00739	P125109_v1_chr	729278	729328	-	51	1
P125109_00740	P125109_v1_chr	729488	729965	-	478	1
P125109_00741	P125109_v1_chr	730145	730409	-	265	6
P125109_00742	P125109_v1_chr	730620	731313	-	694	10
P125109_00743	P125109_v1_chr	731498	731986	+	489	13
P125109_00744	P125109_v1_chr	732065	733541	+	1477	5
P125109_00745	P125109_v1_chr	733868	734305	-	438	10
P125109_00746	P125109_v1_chr	734502	735689	-	1188	37
P125109_00747	P125109_v1_chr	735905	737884	-	1980	95
P125109_00748	P125109_v1_chr	738274	738368	-	95	2
P125109_00749	P125109_v1_chr	738713	739323	-	611	21
P125109_00750	P125109_v1_chr	739588	742004	-	2417	59
P125109_00751	P125109_v1_chr	742059	742585	-	527	10
P125109_00752	P125109_v1_chr	742798	744642	-	1845	61
P125109_00753	P125109_v1_chr	744831	746342	-	1512	80
P125109_00754	P125109_v1_chr	746351	746431	-	81	0
P125109_00755	P125109_v1_chr	746768	746954	+	187	11
P125109_00756	P125109_v1_chr	747086	748365	+	1280	33
P125109_00757	P125109_v1_chr	748698	750069	-	1372	55
P125109_00758	P125109_v1_chr	750356	751025	+	670	24
P125109_00759	P125109_v1_chr	751115	751706	+	592	13
P125109_00760	P125109_v1_chr	751765	752604	+	840	37
P125109_00761	P125109_v1_chr	752687	753348	+	662	26
P125109_00762	P125109_v1_chr	753543	754255	+	713	25
P125109_00763	P125109_v1_chr	754493	755435	-	943	24
P125109_00764	P125109_v1_chr	755700	756855	-	1156	38
P125109_00765	P125109_v1_chr	757065	757121	-	57	0
P125109_00766	P125109_v1_chr	757595	757959	+	365	10
P125109_00767	P125109_v1_chr	757993	758306	+	314	13
P125109_00768	P125109_v1_chr	758340	759930	+	1591	43
P125109_00769	P125109_v1_chr	760123	760768	+	646	11
P125109_00770	P125109_v1_chr	760938	761024	+	87	3
P125109_00771	P125109_v1_chr	761363	763884	+	2522	31
P125109_00772	P125109_v1_chr	764179	765267	+	1089	6
P125109_00773	P125109_v1_chr	765529	766579	+	1051	29
P125109_00774	P125109_v1_chr	766695	767477	+	783	15
P125109_00775	P125109_v1_chr	767553	767628	+	76	2
P125109_00776	P125109_v1_chr	767593	767706	+	114	2
P125109_00777	P125109_v1_chr	769147	770559	+	1413	0
P125109_00778	P125109_v1_chr	770731	771756	+	1026	3
P125109_00779	P125109_v1_chr	771885	771987	+	103	0
P125109_00780	P125109_v1_chr	771998	772262	+	265	10
P125109_00781	P125109_v1_chr	772440	772515	+	76	1
P125109_00782	P125109_v1_chr	772520	772884	+	365	5
P125109_00783	P125109_v1_chr	772921	773544	+	624	1
P125109_00784	P125109_v1_chr	773617	774003	+	387	0
P125109_00785	P125109_v1_chr	774110	775171	+	1062	6
P125109_00786	P125109_v1_chr	775412	776575	+	1164	1
P125109_00787	P125109_v1_chr	776739	777211	+	473	0
P125109_00788	P125109_v1_chr	777273	777983	+	711	14
P125109_00789	P125109_v1_chr	778226	778294	+	69	1
P125109_00790	P125109_v1_chr	778438	778506	+	69	0
P125109_00791	P125109_v1_chr	778517	778585	+	69	2
P125109_00792	P125109_v1_chr	778732	778800	+	69	2
P125109_00793	P125109_v1_chr	778942	779010	+	69	3
P125109_00794	P125109_v1_chr	779622	780561	+	940	18
P125109_00795	P125109_v1_chr	780690	781337	+	648	10
P125109_00796	P125109_v1_chr	781499	782344	-	846	10
P125109_00797	P125109_v1_chr	782493	782841	-	349	10
P125109_00798	P125109_v1_chr	783161	784108	+	948	8
P125109_00799	P125109_v1_chr	784361	784852	-	492	27
P125109_00800	P125109_v1_chr	784951	785712	-	762	22
P125109_00801	P125109_v1_chr	785842	786643	+	802	2
P125109_00802	P125109_v1_chr	786825	787659	-	835	11
P125109_00803	P125109_v1_chr	787939	788878	+	940	0
P125109_00804	P125109_v1_chr	789257	789481	+	225	17
P125109_00805	P125109_v1_chr	789521	791113	+	1593	69
P125109_00806	P125109_v1_chr	791303	792474	+	1172	59
P125109_00807	P125109_v1_chr	792723	793352	+	630	5
P125109_00808	P125109_v1_chr	793801	794772	+	972	25
P125109_00809	P125109_v1_chr	794880	795579	+	700	5
P125109_00810	P125109_v1_chr	795822	796499	-	678	5
P125109_00811	P125109_v1_chr	796827	797763	-	937	25
P125109_00812	P125109_v1_chr	797871	798905	-	1035	16
P125109_00813	P125109_v1_chr	799012	799954	-	943	13
P125109_00814	P125109_v1_chr	800066	800981	-	916	41
P125109_00815	P125109_v1_chr	801294	802112	-	819	44
P125109_00816	P125109_v1_chr	802430	803758	-	1329	73
P125109_00817	P125109_v1_chr	803904	804614	-	711	26
P125109_00818	P125109_v1_chr	804743	804877	+	135	7
P125109_00819	P125109_v1_chr	805059	805755	+	697	30
P125109_00820	P125109_v1_chr	805832	806452	+	621	27
P125109_00821	P125109_v1_chr	806524	807477	+	954	16
P125109_00822	P125109_v1_chr	807664	808401	-	738	9
P125109_00823	P125109_v1_chr	808565	809461	+	897	40
P125109_00824	P125109_v1_chr	809832	810987	-	1156	34
P125109_00825	P125109_v1_chr	811279	812331	+	1053	30
P125109_00826	P125109_v1_chr	812445	813292	+	848	18
P125109_00827	P125109_v1_chr	813431	814084	+	654	31
P125109_00828	P125109_v1_chr	814353	815870	+	1518	40
P125109_00829	P125109_v1_chr	816040	817408	+	1369	34
P125109_00830	P125109_v1_chr	817692	818121	-	430	14
P125109_00831	P125109_v1_chr	818308	819468	-	1161	19
P125109_00832	P125109_v1_chr	819555	820491	+	937	22
P125109_00833	P125109_v1_chr	820592	821634	+	1043	22
P125109_00834	P125109_v1_chr	821733	822413	+	681	16
P125109_00835	P125109_v1_chr	822481	823099	+	619	21
P125109_00836	P125109_v1_chr	823465	823521	-	57	0
P125109_00837	P125109_v1_chr	823818	825637	+	1820	53
P125109_00838	P125109_v1_chr	826148	826304	+	157	6
P125109_00839	P125109_v1_chr	826329	827082	+	754	93
P125109_00840	P125109_v1_chr	827253	827844	+	592	41
P125109_00841	P125109_v1_chr	827999	828525	+	527	28
P125109_00842	P125109_v1_chr	828765	829583	-	819	18
P125109_00843	P125109_v1_chr	829947	830867	+	921	42
P125109_00844	P125109_v1_chr	830991	831452	+	462	11
P125109_00845	P125109_v1_chr	831548	831947	+	400	11
P125109_00846	P125109_v1_chr	831984	832205	+	222	0
P125109_00847	P125109_v1_chr	832231	832638	+	408	17
P125109_00848	P125109_v1_chr	832731	833365	+	635	39
P125109_00849	P125109_v1_chr	833766	834235	+	470	55
P125109_00850	P125109_v1_chr	834317	834859	+	543	22
P125109_00851	P125109_v1_chr	834927	835431	+	505	52
P125109_00852	P125109_v1_chr	835586	836452	-	867	32
P125109_00853	P125109_v1_chr	836576	837693	-	1118	44
P125109_00854	P125109_v1_chr	837765	838448	-	684	11
P125109_00855	P125109_v1_chr	838581	838950	+	370	9
P125109_00856	P125109_v1_chr	839063	840059	-	997	18
P125109_00857	P125109_v1_chr	840288	841305	-	1018	19
P125109_00858	P125109_v1_chr	841471	843034	-	1564	56
P125109_00859	P125109_v1_chr	843126	844022	-	897	24
P125109_00860	P125109_v1_chr	844089	844696	-	608	21
P125109_00861	P125109_v1_chr	844926	846151	+	1226	33
P125109_00862	P125109_v1_chr	846495	848425	+	1931	50
P125109_00863	P125109_v1_chr	848669	849546	+	878	22
P125109_00864	P125109_v1_chr	849655	849796	-	142	0
P125109_00865	P125109_v1_chr	849710	849736	+	27	0
P125109_00866	P125109_v1_chr	849825	850059	-	235	5
P125109_00867	P125109_v1_chr	850370	850610	-	241	5
P125109_00868	P125109_v1_chr	850815	851649	+	835	24
P125109_00869	P125109_v1_chr	851960	853960	-	2001	32
P125109_00870	P125109_v1_chr	854151	854801	-	651	10
