# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/D7795_v3_2018.ess_90.gff" "-o" "D7795_input_LB.ess.fc.tsv" "D7795_input_LB.ess.bam" 
Geneid	Chr	Start	End	Strand	Length	D7795_input_LB.ess.bam
D7795_00466	D7795_v1_chr	459933	461237	+	1305	13
D7795_00467	D7795_v1_chr	461504	462222	-	719	13
D7795_00468	D7795_v1_chr	462303	463085	-	783	16
D7795_00469	D7795_v1_chr	463199	464197	-	999	9
D7795_00470	D7795_v1_chr	464304	465216	-	913	5
D7795_00471	D7795_v1_chr	465486	466133	-	648	11
D7795_00472	D7795_v1_chr	466273	467266	+	994	16
D7795_00473	D7795_v1_chr	467386	468114	+	729	7
D7795_00474	D7795_v1_chr	468351	468882	-	532	3
D7795_00475	D7795_v1_chr	468936	469756	-	821	16
D7795_00476	D7795_v1_chr	469882	470324	+	443	7
D7795_00477	D7795_v1_chr	470556	471784	-	1229	16
D7795_00478	D7795_v1_chr	472309	473669	+	1361	92
D7795_00479	D7795_v1_chr	473902	475179	+	1278	67
D7795_00480	D7795_v1_chr	475491	476292	-	802	26
D7795_00481	D7795_v1_chr	476337	476633	-	297	5
D7795_00482	D7795_v1_chr	476694	477247	-	554	9
D7795_00483	D7795_v1_chr	477436	479228	-	1793	34
D7795_00484	D7795_v1_chr	479334	480195	-	862	14
D7795_00485	D7795_v1_chr	480796	482129	-	1334	26
D7795_00486	D7795_v1_chr	482230	482799	-	570	10
D7795_00487	D7795_v1_chr	483052	483335	+	284	3
D7795_00488	D7795_v1_chr	483713	484882	+	1170	22
D7795_00489	D7795_v1_chr	485258	485819	+	562	0
D7795_00490	D7795_v1_chr	485898	486000	+	103	0
D7795_00491	D7795_v1_chr	486133	487277	+	1145	0
D7795_00492	D7795_v1_chr	487442	487538	-	97	2
D7795_00493	D7795_v1_chr	487590	489709	+	2120	13
D7795_00494	D7795_v1_chr	490153	490398	+	246	3
D7795_00495	D7795_v1_chr	490716	492400	+	1685	25
D7795_00496	D7795_v1_chr	492737	493074	+	338	5
D7795_00497	D7795_v1_chr	493215	493574	+	360	1
D7795_00498	D7795_v1_chr	493788	494414	-	627	2
D7795_00499	D7795_v1_chr	494649	496179	-	1531	14
D7795_00500	D7795_v1_chr	496280	497017	+	738	8
D7795_00501	D7795_v1_chr	497046	497131	+	86	5
D7795_00502	D7795_v1_chr	497209	497765	-	557	6
D7795_00503	D7795_v1_chr	497847	498203	-	357	3
D7795_00504	D7795_v1_chr	498316	498729	+	414	11
D7795_00505	D7795_v1_chr	498815	500410	+	1596	29
D7795_00506	D7795_v1_chr	500580	502183	+	1604	21
D7795_00507	D7795_v1_chr	502574	502879	+	306	2
D7795_00508	D7795_v1_chr	502944	504102	+	1159	11
D7795_00509	D7795_v1_chr	504416	505190	-	775	2
D7795_00510	D7795_v1_chr	505405	505917	+	513	6
D7795_00511	D7795_v1_chr	506038	506318	-	281	0
D7795_00512	D7795_v1_chr	506474	506578	+	105	0
D7795_00513	D7795_v1_chr	506782	508177	-	1396	31
D7795_00514	D7795_v1_chr	508402	508636	+	235	0
D7795_00515	D7795_v1_chr	508668	508794	+	127	0
D7795_00516	D7795_v1_chr	508911	509334	-	424	8
D7795_00517	D7795_v1_chr	509507	510003	-	497	51
D7795_00518	D7795_v1_chr	510203	510400	-	198	9
D7795_00519	D7795_v1_chr	510465	510802	-	338	44
D7795_00520	D7795_v1_chr	511613	514447	-	2835	56
D7795_00521	D7795_v1_chr	514589	515663	-	1075	11
D7795_00522	D7795_v1_chr	515805	516393	+	589	29
D7795_00523	D7795_v1_chr	516577	519603	+	3027	58
D7795_00524	D7795_v1_chr	520074	520916	-	843	9
D7795_00525	D7795_v1_chr	521002	521153	-	152	0
D7795_00526	D7795_v1_chr	521218	521682	-	465	10
D7795_00527	D7795_v1_chr	521763	522103	+	341	5
D7795_00528	D7795_v1_chr	522118	522215	+	98	0
D7795_00529	D7795_v1_chr	522293	522789	+	497	11
D7795_00530	D7795_v1_chr	522958	524694	+	1737	0
D7795_00531	D7795_v1_chr	524932	525228	+	297	7
D7795_00532	D7795_v1_chr	525261	525806	+	546	4
D7795_00533	D7795_v1_chr	525977	527664	+	1688	28
D7795_00534	D7795_v1_chr	527989	528065	-	77	0
D7795_00535	D7795_v1_chr	528209	528789	+	581	1
D7795_00536	D7795_v1_chr	529082	529948	+	867	0
D7795_00537	D7795_v1_chr	530138	531012	-	875	13
D7795_00538	D7795_v1_chr	531120	532334	+	1215	23
D7795_00539	D7795_v1_chr	532685	534194	-	1510	23
D7795_00540	D7795_v1_chr	534272	534385	+	114	0
D7795_00541	D7795_v1_chr	534531	535629	-	1099	11
D7795_00542	D7795_v1_chr	535802	537289	+	1488	38
D7795_00543	D7795_v1_chr	537619	538050	-	432	5
D7795_00544	D7795_v1_chr	538130	538235	+	106	2
D7795_00545	D7795_v1_chr	538331	539046	-	716	8
D7795_00546	D7795_v1_chr	539214	539959	-	746	47
D7795_00547	D7795_v1_chr	540363	542614	-	2252	46
D7795_00548	D7795_v1_chr	542724	543099	+	376	2
D7795_00549	D7795_v1_chr	543186	543593	-	408	12
D7795_00550	D7795_v1_chr	543681	544507	-	827	15
D7795_00551	D7795_v1_chr	544654	545264	+	611	44
D7795_00552	D7795_v1_chr	545318	546019	+	702	15
D7795_00553	D7795_v1_chr	546268	547037	-	770	16
D7795_00554	D7795_v1_chr	547174	547867	-	694	15
D7795_00555	D7795_v1_chr	548080	548606	-	527	13
D7795_00556	D7795_v1_chr	548607	549225	+	619	7
D7795_00557	D7795_v1_chr	549290	551463	+	2174	36
D7795_00558	D7795_v1_chr	551701	551795	+	95	0
D7795_00559	D7795_v1_chr	551703	551749	+	47	0
D7795_00560	D7795_v1_chr	551890	552910	+	1021	32
D7795_00561	D7795_v1_chr	553280	554027	+	748	2
D7795_00562	D7795_v1_chr	554147	555062	+	916	15
D7795_00563	D7795_v1_chr	555156	555749	+	594	10
D7795_00564	D7795_v1_chr	555963	556948	-	986	9
D7795_00565	D7795_v1_chr	557110	557944	-	835	4
D7795_00566	D7795_v1_chr	558171	558605	+	435	6
D7795_00567	D7795_v1_chr	558732	559469	+	738	13
D7795_00568	D7795_v1_chr	559635	561238	+	1604	33
D7795_00569	D7795_v1_chr	561429	562128	+	700	33
D7795_00570	D7795_v1_chr	562306	563097	+	792	36
D7795_00571	D7795_v1_chr	563250	564373	+	1124	102
D7795_00572	D7795_v1_chr	564593	565902	+	1310	35
D7795_00573	D7795_v1_chr	566126	567351	+	1226	35
D7795_00574	D7795_v1_chr	567546	568715	+	1170	44
D7795_00575	D7795_v1_chr	568867	569901	+	1035	16
D7795_00576	D7795_v1_chr	570033	570092	-	60	0
D7795_00577	D7795_v1_chr	570173	570880	-	708	49
D7795_00578	D7795_v1_chr	571014	572126	-	1113	54
D7795_00579	D7795_v1_chr	572253	573197	-	945	62
D7795_00580	D7795_v1_chr	573513	575011	+	1499	26
D7795_00581	D7795_v1_chr	575187	576320	+	1134	17
D7795_00582	D7795_v1_chr	576458	577186	+	729	2
D7795_00583	D7795_v1_chr	577271	578075	+	805	12
D7795_00584	D7795_v1_chr	578311	579272	-	962	16
D7795_00585	D7795_v1_chr	579320	579778	-	459	4
D7795_00586	D7795_v1_chr	579968	580618	-	651	0
D7795_00587	D7795_v1_chr	580670	581115	-	446	4
D7795_00588	D7795_v1_chr	581288	582535	+	1248	0
D7795_00589	D7795_v1_chr	582799	583541	-	743	15
D7795_00590	D7795_v1_chr	583581	583975	-	395	16
D7795_00591	D7795_v1_chr	584022	584513	-	492	5
D7795_00592	D7795_v1_chr	584661	584852	-	192	3
D7795_00593	D7795_v1_chr	584940	585720	-	781	0
D7795_00594	D7795_v1_chr	586267	586769	+	503	45
D7795_00595	D7795_v1_chr	586898	587378	+	481	17
D7795_00596	D7795_v1_chr	587475	588098	+	624	39
D7795_00597	D7795_v1_chr	588198	590549	+	2352	40
D7795_00598	D7795_v1_chr	590825	591732	+	908	45
D7795_00599	D7795_v1_chr	591842	592309	+	468	12
D7795_00600	D7795_v1_chr	592469	593038	-	570	23
D7795_00601	D7795_v1_chr	593714	594364	-	651	48
D7795_00602	D7795_v1_chr	594414	594694	-	281	17
D7795_00603	D7795_v1_chr	594915	595452	-	538	41
D7795_00604	D7795_v1_chr	595707	595776	+	70	0
D7795_00605	D7795_v1_chr	595904	596149	-	246	10
D7795_00606	D7795_v1_chr	596347	596544	-	198	13
D7795_00607	D7795_v1_chr	596716	596859	+	144	5
D7795_00608	D7795_v1_chr	597095	598571	-	1477	30
D7795_00609	D7795_v1_chr	598656	599490	-	835	47
D7795_00610	D7795_v1_chr	599523	599849	-	327	17
D7795_00611	D7795_v1_chr	599956	600054	+	99	2
D7795_00612	D7795_v1_chr	600296	600517	-	222	13
D7795_00613	D7795_v1_chr	600750	601046	-	297	41
D7795_00614	D7795_v1_chr	601095	601308	+	214	2
D7795_00615	D7795_v1_chr	601470	602239	-	770	13
D7795_00616	D7795_v1_chr	602455	603648	+	1194	29
D7795_00617	D7795_v1_chr	603937	604150	+	214	14
D7795_00618	D7795_v1_chr	604186	604690	+	505	45
D7795_00619	D7795_v1_chr	604950	606008	-	1059	11
D7795_00620	D7795_v1_chr	606334	607589	+	1256	24
D7795_00621	D7795_v1_chr	607894	609017	-	1124	75
D7795_00622	D7795_v1_chr	609328	609697	+	370	38
D7795_00623	D7795_v1_chr	609723	611140	+	1418	12
D7795_00624	D7795_v1_chr	611629	612217	-	589	9
D7795_00625	D7795_v1_chr	612350	612682	-	333	0
D7795_00626	D7795_v1_chr	612740	613263	-	524	6
D7795_00627	D7795_v1_chr	613552	613859	+	308	9
D7795_00628	D7795_v1_chr	613923	614147	-	225	0
D7795_00629	D7795_v1_chr	614325	615332	-	1008	24
D7795_00630	D7795_v1_chr	615414	616048	-	635	8
D7795_00631	D7795_v1_chr	616319	618349	-	2031	42
D7795_00632	D7795_v1_chr	618538	619631	+	1094	15
D7795_00633	D7795_v1_chr	619783	619980	+	198	0
D7795_00634	D7795_v1_chr	619998	623494	+	3497	61
D7795_00635	D7795_v1_chr	624132	625155	+	1024	77
D7795_00636	D7795_v1_chr	625400	626115	-	716	2
D7795_00637	D7795_v1_chr	626211	627101	-	891	0
D7795_00638	D7795_v1_chr	627201	628108	-	908	2
D7795_00639	D7795_v1_chr	628219	629339	+	1121	22
D7795_00640	D7795_v1_chr	629621	630482	-	862	1
D7795_00641	D7795_v1_chr	630791	631849	+	1059	13
D7795_00642	D7795_v1_chr	631976	633425	+	1450	23
D7795_00643	D7795_v1_chr	633600	634372	+	773	8
D7795_00644	D7795_v1_chr	634457	635137	+	681	13
D7795_00645	D7795_v1_chr	635215	635587	+	373	3
D7795_00646	D7795_v1_chr	635810	637705	+	1896	24
D7795_00647	D7795_v1_chr	637979	638157	+	179	0
D7795_00648	D7795_v1_chr	638320	639300	-	981	20
D7795_00649	D7795_v1_chr	639427	640471	+	1045	15
D7795_00650	D7795_v1_chr	640649	641205	-	557	7
D7795_00651	D7795_v1_chr	641301	642413	-	1113	45
D7795_00652	D7795_v1_chr	642669	643481	-	813	63
D7795_00653	D7795_v1_chr	643659	643757	+	99	21
D7795_00654	D7795_v1_chr	643872	644544	-	673	4
D7795_00655	D7795_v1_chr	644690	644826	+	137	5
D7795_00656	D7795_v1_chr	644985	645492	+	508	1
D7795_00657	D7795_v1_chr	645790	647199	+	1410	33
D7795_00658	D7795_v1_chr	647688	648192	+	505	35
D7795_00659	D7795_v1_chr	648241	650292	+	2052	61
D7795_00660	D7795_v1_chr	650517	651019	+	503	15
D7795_00661	D7795_v1_chr	651074	651765	+	692	5
D7795_00662	D7795_v1_chr	651951	652337	-	387	10
D7795_00663	D7795_v1_chr	652560	653675	+	1116	25
D7795_00664	D7795_v1_chr	653922	654291	-	370	2
D7795_00665	D7795_v1_chr	654373	654459	-	87	1
D7795_00666	D7795_v1_chr	654606	655332	-	727	19
D7795_00667	D7795_v1_chr	655588	656905	-	1318	23
D7795_00668	D7795_v1_chr	657032	657839	-	808	17
D7795_00669	D7795_v1_chr	657866	658362	-	497	8
D7795_00670	D7795_v1_chr	658519	659895	-	1377	28
D7795_00671	D7795_v1_chr	659995	660813	-	819	18
D7795_00672	D7795_v1_chr	660839	661106	-	268	5
D7795_00673	D7795_v1_chr	661210	662179	-	970	39
D7795_00674	D7795_v1_chr	662564	664011	+	1448	27
D7795_00675	D7795_v1_chr	664275	664909	-	635	122
D7795_00676	D7795_v1_chr	665034	665776	+	743	35
D7795_00677	D7795_v1_chr	666475	667052	-	578	107
D7795_00678	D7795_v1_chr	667252	667702	-	451	96
D7795_00679	D7795_v1_chr	667719	668456	+	738	155
D7795_00680	D7795_v1_chr	668842	669147	+	306	2
D7795_00681	D7795_v1_chr	669278	669485	+	208	0
D7795_00682	D7795_v1_chr	669621	669723	+	103	3
D7795_00683	D7795_v1_chr	670127	670496	+	370	4
D7795_00684	D7795_v1_chr	670599	670874	+	276	4
D7795_00685	D7795_v1_chr	671105	671501	+	397	8
D7795_00686	D7795_v1_chr	671589	671772	+	184	5
D7795_00687	D7795_v1_chr	671829	672463	+	635	124
D7795_00688	D7795_v1_chr	672685	674161	+	1477	55
D7795_00689	D7795_v1_chr	674339	674789	+	451	19
D7795_00690	D7795_v1_chr	674836	675537	+	702	11
D7795_00691	D7795_v1_chr	675626	676141	+	516	10
D7795_00692	D7795_v1_chr	676302	676936	-	635	118
D7795_00693	D7795_v1_chr	677036	677648	+	613	19
D7795_00694	D7795_v1_chr	677749	677881	-	133	2
D7795_00695	D7795_v1_chr	677908	679155	-	1248	35
D7795_00696	D7795_v1_chr	679534	680049	+	516	32
D7795_00697	D7795_v1_chr	680294	680482	+	189	9
D7795_00698	D7795_v1_chr	680599	680944	-	346	0
D7795_00699	D7795_v1_chr	681035	681745	+	711	13
D7795_00700	D7795_v1_chr	681952	682135	+	184	3
D7795_00701	D7795_v1_chr	682337	683206	-	870	7
D7795_00702	D7795_v1_chr	683507	684365	-	859	43
D7795_00703	D7795_v1_chr	684731	685308	-	578	20
D7795_00704	D7795_v1_chr	685434	685671	-	238	1
D7795_00705	D7795_v1_chr	685900	686990	-	1091	15
D7795_00706	D7795_v1_chr	687244	688264	-	1021	25
D7795_00707	D7795_v1_chr	688386	689387	-	1002	1
D7795_00708	D7795_v1_chr	689580	691291	-	1712	0
D7795_00709	D7795_v1_chr	691368	691789	-	422	4
D7795_00710	D7795_v1_chr	691824	692110	-	287	3
D7795_00711	D7795_v1_chr	692499	693047	-	549	13
D7795_00712	D7795_v1_chr	693144	694129	+	986	25
D7795_00713	D7795_v1_chr	694278	694863	-	586	1
D7795_00714	D7795_v1_chr	694959	695887	-	929	1
D7795_00715	D7795_v1_chr	695946	696477	-	532	0
D7795_00716	D7795_v1_chr	696750	699074	-	2325	0
D7795_00717	D7795_v1_chr	699362	699623	+	262	7
D7795_00718	D7795_v1_chr	699591	700716	+	1126	88
D7795_00719	D7795_v1_chr	700891	701749	+	859	38
D7795_00720	D7795_v1_chr	701912	703648	+	1737	121
D7795_00721	D7795_v1_chr	703933	704359	+	427	12
D7795_00722	D7795_v1_chr	704544	705440	-	897	94
D7795_00723	D7795_v1_chr	705565	706202	+	638	24
D7795_00724	D7795_v1_chr	706269	707559	+	1291	23
D7795_00725	D7795_v1_chr	707714	708340	+	627	23
D7795_00726	D7795_v1_chr	708406	709731	+	1326	24
D7795_00727	D7795_v1_chr	710068	711579	-	1512	48
D7795_00728	D7795_v1_chr	711778	712893	-	1116	16
D7795_00729	D7795_v1_chr	713018	713860	-	843	20
D7795_00730	D7795_v1_chr	714049	714702	-	654	8
D7795_00731	D7795_v1_chr	714769	715376	-	608	12
D7795_00732	D7795_v1_chr	715450	716116	-	667	22
D7795_00733	D7795_v1_chr	716143	716280	-	138	0
D7795_00734	D7795_v1_chr	716366	717184	-	819	19
D7795_00735	D7795_v1_chr	717698	719128	-	1431	0
D7795_00736	D7795_v1_chr	719184	719975	-	792	8
D7795_00737	D7795_v1_chr	720180	720606	-	427	0
D7795_00738	D7795_v1_chr	720707	721649	-	943	12
D7795_00739	D7795_v1_chr	721996	723278	-	1283	23
D7795_00740	D7795_v1_chr	723422	724480	+	1059	0
D7795_00741	D7795_v1_chr	724716	725188	-	473	14
D7795_00742	D7795_v1_chr	725382	725449	-	68	0
D7795_00743	D7795_v1_chr	725500	725567	-	68	0
D7795_00744	D7795_v1_chr	725621	725690	-	70	2
D7795_00745	D7795_v1_chr	725713	725780	-	68	1
D7795_00746	D7795_v1_chr	725823	725890	-	68	1
D7795_00747	D7795_v1_chr	725922	725998	-	77	0
D7795_00748	D7795_v1_chr	726014	726083	-	70	0
D7795_00749	D7795_v1_chr	726275	726416	+	142	1
D7795_00750	D7795_v1_chr	726471	727969	-	1499	41
D7795_00751	D7795_v1_chr	728334	729011	-	678	8
D7795_00752	D7795_v1_chr	729180	730278	-	1099	25
D7795_00753	D7795_v1_chr	730404	731497	-	1094	19
D7795_00754	D7795_v1_chr	731577	732297	-	721	4
D7795_00755	D7795_v1_chr	732624	734381	+	1758	35
D7795_00756	D7795_v1_chr	734787	736288	+	1502	0
D7795_00757	D7795_v1_chr	737115	738381	+	1267	55
D7795_00758	D7795_v1_chr	738571	738870	+	300	3
D7795_00759	D7795_v1_chr	739082	740256	-	1175	25
D7795_00760	D7795_v1_chr	740421	741446	-	1026	15
D7795_00761	D7795_v1_chr	741573	742836	-	1264	14
D7795_00762	D7795_v1_chr	743026	743860	-	835	13
D7795_00763	D7795_v1_chr	744020	744427	-	408	2
D7795_00764	D7795_v1_chr	744552	744602	-	51	0
D7795_00765	D7795_v1_chr	744762	745239	-	478	0
D7795_00766	D7795_v1_chr	745419	745683	-	265	2
D7795_00767	D7795_v1_chr	745894	746587	-	694	9
D7795_00768	D7795_v1_chr	746772	747260	+	489	7
D7795_00769	D7795_v1_chr	747339	748815	+	1477	6
D7795_00770	D7795_v1_chr	749142	749579	-	438	3
D7795_00771	D7795_v1_chr	749776	750963	-	1188	20
D7795_00772	D7795_v1_chr	751179	753158	-	1980	53
D7795_00773	D7795_v1_chr	753548	753642	-	95	0
D7795_00774	D7795_v1_chr	753987	754597	-	611	10
D7795_00775	D7795_v1_chr	754862	757278	-	2417	46
D7795_00776	D7795_v1_chr	757333	757859	-	527	10
D7795_00777	D7795_v1_chr	758072	759916	-	1845	32
D7795_00778	D7795_v1_chr	760105	761616	-	1512	30
D7795_00779	D7795_v1_chr	761625	761705	-	81	4
D7795_00780	D7795_v1_chr	762042	762228	+	187	5
D7795_00781	D7795_v1_chr	762360	763639	+	1280	14
D7795_00782	D7795_v1_chr	763972	765343	-	1372	39
D7795_00783	D7795_v1_chr	765630	766299	+	670	15
D7795_00784	D7795_v1_chr	766389	766980	+	592	6
D7795_00785	D7795_v1_chr	767039	767878	+	840	35
D7795_00786	D7795_v1_chr	767961	768622	+	662	23
D7795_00787	D7795_v1_chr	768817	769529	+	713	18
D7795_00788	D7795_v1_chr	769767	770709	-	943	18
D7795_00789	D7795_v1_chr	770974	772129	-	1156	17
D7795_00790	D7795_v1_chr	772339	772395	-	57	4
D7795_00791	D7795_v1_chr	772869	773233	+	365	3
D7795_00792	D7795_v1_chr	773267	773580	+	314	5
D7795_00793	D7795_v1_chr	773614	775204	+	1591	15
D7795_00794	D7795_v1_chr	775397	776042	+	646	14
D7795_00795	D7795_v1_chr	776212	776298	+	87	0
D7795_00796	D7795_v1_chr	776637	779158	+	2522	29
D7795_00797	D7795_v1_chr	779453	780541	+	1089	6
D7795_00798	D7795_v1_chr	780803	781853	+	1051	16
D7795_00799	D7795_v1_chr	781969	782751	+	783	8
D7795_00800	D7795_v1_chr	782827	782902	+	76	4
D7795_00801	D7795_v1_chr	782867	782980	+	114	2
D7795_00802	D7795_v1_chr	784421	785833	+	1413	4
D7795_00803	D7795_v1_chr	786005	787030	+	1026	3
D7795_00804	D7795_v1_chr	787159	787261	+	103	0
D7795_00805	D7795_v1_chr	787272	787536	+	265	3
D7795_00806	D7795_v1_chr	787714	787789	+	76	2
D7795_00807	D7795_v1_chr	787794	788158	+	365	2
D7795_00808	D7795_v1_chr	788195	788818	+	624	4
D7795_00809	D7795_v1_chr	788891	789277	+	387	5
D7795_00810	D7795_v1_chr	789384	790445	+	1062	6
D7795_00811	D7795_v1_chr	790686	791849	+	1164	9
D7795_00812	D7795_v1_chr	792013	792485	+	473	5
D7795_00813	D7795_v1_chr	792547	793257	+	711	12
D7795_00814	D7795_v1_chr	793500	793568	+	69	0
D7795_00815	D7795_v1_chr	793712	793780	+	69	0
D7795_00816	D7795_v1_chr	793791	793859	+	69	0
D7795_00817	D7795_v1_chr	794006	794074	+	69	0
D7795_00818	D7795_v1_chr	794216	794284	+	69	1
D7795_00819	D7795_v1_chr	794896	795835	+	940	12
D7795_00820	D7795_v1_chr	795964	796611	+	648	5
D7795_00821	D7795_v1_chr	796773	797618	-	846	14
D7795_00822	D7795_v1_chr	797767	798115	-	349	8
D7795_00823	D7795_v1_chr	798435	799382	+	948	8
D7795_00824	D7795_v1_chr	799635	800126	-	492	46
D7795_00825	D7795_v1_chr	800225	800986	-	762	37
D7795_00826	D7795_v1_chr	801116	801917	+	802	15
D7795_00827	D7795_v1_chr	802099	802933	-	835	37
D7795_00828	D7795_v1_chr	803213	804355	+	1143	15
D7795_00829	D7795_v1_chr	804531	804755	+	225	14
D7795_00830	D7795_v1_chr	804795	806387	+	1593	33
D7795_00831	D7795_v1_chr	806577	807748	+	1172	43
D7795_00832	D7795_v1_chr	807997	808626	+	630	8
D7795_00833	D7795_v1_chr	809075	810046	+	972	14
D7795_00834	D7795_v1_chr	810154	810853	+	700	8
D7795_00835	D7795_v1_chr	811096	811773	-	678	11
D7795_00836	D7795_v1_chr	812101	813037	-	937	15
D7795_00837	D7795_v1_chr	813145	814179	-	1035	12
D7795_00838	D7795_v1_chr	814286	815228	-	943	6
D7795_00839	D7795_v1_chr	815340	816255	-	916	17
D7795_00840	D7795_v1_chr	816568	817386	-	819	51
D7795_00841	D7795_v1_chr	817704	819032	-	1329	25
D7795_00842	D7795_v1_chr	819178	819888	-	711	7
D7795_00843	D7795_v1_chr	820017	820151	+	135	3
D7795_00844	D7795_v1_chr	820333	821029	+	697	14
D7795_00845	D7795_v1_chr	821106	821726	+	621	12
D7795_00846	D7795_v1_chr	821798	822751	+	954	14
D7795_00847	D7795_v1_chr	822938	823675	-	738	17
D7795_00848	D7795_v1_chr	823839	824735	+	897	14
D7795_00849	D7795_v1_chr	825106	826261	-	1156	24
D7795_00850	D7795_v1_chr	826553	827605	+	1053	15
D7795_00851	D7795_v1_chr	827719	828566	+	848	19
D7795_00852	D7795_v1_chr	828705	829358	+	654	17
D7795_00853	D7795_v1_chr	829627	831144	+	1518	23
D7795_00854	D7795_v1_chr	831314	832682	+	1369	25
D7795_00855	D7795_v1_chr	832966	833395	-	430	9
D7795_00856	D7795_v1_chr	833582	834742	-	1161	12
D7795_00857	D7795_v1_chr	834829	835765	+	937	19
D7795_00858	D7795_v1_chr	835866	836908	+	1043	16
D7795_00859	D7795_v1_chr	837007	837687	+	681	5
D7795_00860	D7795_v1_chr	837755	838373	+	619	11
D7795_00861	D7795_v1_chr	838739	838795	-	57	0
D7795_00862	D7795_v1_chr	839092	840911	+	1820	28
D7795_00863	D7795_v1_chr	841422	841578	+	157	12
D7795_00864	D7795_v1_chr	841603	842356	+	754	86
D7795_00865	D7795_v1_chr	842527	843118	+	592	27
D7795_00866	D7795_v1_chr	843273	843799	+	527	20
D7795_00867	D7795_v1_chr	844039	844857	-	819	13
D7795_00868	D7795_v1_chr	845221	846141	+	921	14
D7795_00869	D7795_v1_chr	846265	846726	+	462	7
D7795_00870	D7795_v1_chr	846822	847221	+	400	10
D7795_00871	D7795_v1_chr	847258	847479	+	222	0
D7795_00872	D7795_v1_chr	847505	847912	+	408	12
D7795_00873	D7795_v1_chr	848005	848639	+	635	26
D7795_00874	D7795_v1_chr	849040	849509	+	470	47
D7795_00875	D7795_v1_chr	849591	850133	+	543	26
D7795_00876	D7795_v1_chr	850201	850705	+	505	34
D7795_00877	D7795_v1_chr	850860	851726	-	867	13
D7795_00878	D7795_v1_chr	851850	852967	-	1118	27
D7795_00879	D7795_v1_chr	853039	853722	-	684	17
D7795_00880	D7795_v1_chr	853855	854224	+	370	5
D7795_00881	D7795_v1_chr	854337	855333	-	997	15
D7795_00882	D7795_v1_chr	855562	856579	-	1018	21
D7795_00883	D7795_v1_chr	856745	858308	-	1564	44
D7795_00884	D7795_v1_chr	858400	859296	-	897	24
D7795_00885	D7795_v1_chr	859363	859970	-	608	16
D7795_00886	D7795_v1_chr	860200	861425	+	1226	26
D7795_00887	D7795_v1_chr	861769	863699	+	1931	37
D7795_00888	D7795_v1_chr	863943	864820	+	878	23
D7795_00889	D7795_v1_chr	864929	865070	-	142	1
D7795_00890	D7795_v1_chr	864984	865010	+	27	0
D7795_00891	D7795_v1_chr	865099	865333	-	235	3
D7795_00892	D7795_v1_chr	865644	865884	-	241	8
D7795_00893	D7795_v1_chr	866089	866923	+	835	7
D7795_00894	D7795_v1_chr	867234	869234	-	2001	20
D7795_00895	D7795_v1_chr	869425	870075	-	651	10
D7795_00896	D7795_v1_chr	870138	870731	-	594	9
D7795_00897	D7795_v1_chr	870949	871621	-	673	21
D7795_00898	D7795_v1_chr	872148	872601	-	454	31
D7795_00899	D7795_v1_chr	872992	873791	-	800	24
D7795_00900	D7795_v1_chr	874045	874088	+	44	0
D7795_00901	D7795_v1_chr	874145	874609	+	465	9
D7795_00902	D7795_v1_chr	874881	876303	-	1423	38
D7795_00903	D7795_v1_chr	876580	876696	-	117	6
D7795_00904	D7795_v1_chr	876660	876747	-	88	0
D7795_00905	D7795_v1_chr	876882	877308	+	427	7
D7795_00906	D7795_v1_chr	877352	878353	+	1002	22
D7795_00907	D7795_v1_chr	878600	879428	-	829	11
D7795_00908	D7795_v1_chr	879647	881080	+	1434	34
D7795_00909	D7795_v1_chr	881486	882293	+	808	65
D7795_00910	D7795_v1_chr	882549	882953	-	405	33
D7795_00911	D7795_v1_chr	883136	883206	+	71	2
D7795_00912	D7795_v1_chr	883461	884600	-	1140	16
D7795_00913	D7795_v1_chr	884862	885590	+	729	16
D7795_00914	D7795_v1_chr	885992	888181	-	2190	31
D7795_00915	D7795_v1_chr	888277	889086	-	810	5
D7795_00916	D7795_v1_chr	889439	890113	-	675	2
D7795_00917	D7795_v1_chr	890236	891348	-	1113	9
D7795_00918	D7795_v1_chr	891551	892398	+	848	10
D7795_00919	D7795_v1_chr	892503	894187	+	1685	21
D7795_00920	D7795_v1_chr	894407	895792	+	1386	23
D7795_00921	D7795_v1_chr	896006	896834	+	829	7
D7795_00922	D7795_v1_chr	896929	897749	+	821	7
D7795_00923	D7795_v1_chr	898063	899256	-	1194	21
D7795_00924	D7795_v1_chr	899487	899832	+	346	1
D7795_00925	D7795_v1_chr	899917	899979	-	63	0
D7795_00926	D7795_v1_chr	900583	901047	+	465	1
D7795_00927	D7795_v1_chr	901121	901795	+	675	1
D7795_00928	D7795_v1_chr	901881	902739	+	859	48
D7795_00929	D7795_v1_chr	902867	903104	+	238	9
D7795_00930	D7795_v1_chr	903127	904174	+	1048	90
D7795_00931	D7795_v1_chr	904315	904487	+	173	6
D7795_00932	D7795_v1_chr	904739	906256	+	1518	88
D7795_00933	D7795_v1_chr	906519	907320	-	802	67
D7795_00934	D7795_v1_chr	907343	907466	+	124	13
D7795_00935	D7795_v1_chr	907624	908007	-	384	46
D7795_00936	D7795_v1_chr	908354	908802	+	449	14
D7795_00937	D7795_v1_chr	908872	909017	+	146	2
