# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "--fraction" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/P125109_v3_2018.tradis.gff" "-o" "P125109_output_MAC_1.deseq.fc.tsv" "P125109_output_MAC_1.deseq.bam" 
Geneid	Chr	Start	End	Strand	Length	P125109_output_MAC_1.deseq.bam
P125109_00462	P125109_v1_chr	460640	461749	-	1110	684
P125109_00463	P125109_v1_chr	461755	462768	-	1014	473
P125109_00464	P125109_v1_chr	462966	463685	-	720	484
P125109_00465	P125109_v1_chr	463825	464928	+	1104	192
P125109_00466	P125109_v1_chr	464938	465747	+	810	399
P125109_00467	P125109_v1_chr	465844	466434	-	591	303
P125109_00468	P125109_v1_chr	466397	467308	-	912	246
P125109_00469	P125109_v1_chr	467434	467925	+	492	183
P125109_00470	P125109_v1_chr	467972	469336	-	1365	536
P125109_00471	P125109_v1_chr	469861	471372	+	1512	449
P125109_00472	P125109_v1_chr	471384	472001	+	618	45
P125109_00473	P125109_v1_chr	472194	472877	+	684	410
P125109_00474	P125109_v1_chr	472959	473849	-	891	340
P125109_00475	P125109_v1_chr	473861	474190	-	330	197
P125109_00476	P125109_v1_chr	474190	474804	-	615	89
P125109_00477	P125109_v1_chr	474794	476785	-	1992	740
P125109_00478	P125109_v1_chr	476796	477752	-	957	624
P125109_00479	P125109_v1_chr	478205	479686	-	1482	841
P125109_00480	P125109_v1_chr	479724	480356	-	633	255
P125109_00481	P125109_v1_chr	480609	480923	+	315	208
P125109_00482	P125109_v1_chr	481270	482568	+	1299	280
P125109_00483	P125109_v1_chr	482816	483439	+	624	1
P125109_00484	P125109_v1_chr	483456	483569	+	114	1
P125109_00485	P125109_v1_chr	483691	484962	+	1272	3
P125109_00486	P125109_v1_chr	484990	485096	-	107	3
P125109_00487	P125109_v1_chr	485148	487502	+	2355	40
P125109_00488	P125109_v1_chr	487711	487983	+	273	585
P125109_00489	P125109_v1_chr	488274	490145	+	1872	346
P125109_00490	P125109_v1_chr	490295	490669	+	375	193
P125109_00491	P125109_v1_chr	490773	491171	+	399	562
P125109_00492	P125109_v1_chr	491277	491972	-	696	343
P125109_00493	P125109_v1_chr	492037	493737	-	1701	820
P125109_00494	P125109_v1_chr	493838	494656	+	819	349
P125109_00495	P125109_v1_chr	494604	494698	+	95	116
P125109_00496	P125109_v1_chr	494706	495761	-	1056	287
P125109_00497	P125109_v1_chr	495874	496332	+	459	325
P125109_00498	P125109_v1_chr	496373	498145	+	1773	629
P125109_00499	P125109_v1_chr	498138	499919	+	1782	131
P125109_00500	P125109_v1_chr	500132	500470	+	339	122
P125109_00501	P125109_v1_chr	500502	501788	+	1287	754
P125109_00502	P125109_v1_chr	501888	502748	-	861	334
P125109_00503	P125109_v1_chr	502963	503532	+	570	235
P125109_00504	P125109_v1_chr	503565	503876	-	312	60
P125109_00505	P125109_v1_chr	504032	504147	+	116	5
P125109_00506	P125109_v1_chr	504185	505735	-	1551	628
P125109_00507	P125109_v1_chr	505960	506220	+	261	25
P125109_00508	P125109_v1_chr	506226	506366	+	141	0
P125109_00509	P125109_v1_chr	506422	506892	-	471	640
P125109_00510	P125109_v1_chr	507010	507561	-	552	1482
P125109_00511	P125109_v1_chr	507740	507958	-	219	386
P125109_00512	P125109_v1_chr	507986	508360	-	375	989
P125109_00513	P125109_v1_chr	508856	512005	-	3150	109
P125109_00514	P125109_v1_chr	512028	513221	-	1194	86
P125109_00515	P125109_v1_chr	513363	514016	+	654	1553
P125109_00516	P125109_v1_chr	514135	517497	+	3363	1648
P125109_00517	P125109_v1_chr	517539	518474	-	936	452
P125109_00518	P125109_v1_chr	518544	518711	-	168	113
P125109_00519	P125109_v1_chr	518725	519240	-	516	19
P125109_00520	P125109_v1_chr	519321	519698	+	378	313
P125109_00521	P125109_v1_chr	519676	519783	+	108	0
P125109_00522	P125109_v1_chr	519851	520402	+	552	27
P125109_00523	P125109_v1_chr	520516	522444	+	1929	5
P125109_00524	P125109_v1_chr	522490	522819	+	330	121
P125109_00525	P125109_v1_chr	522819	523424	+	606	276
P125109_00526	P125109_v1_chr	523535	525409	+	1875	2344
P125109_00527	P125109_v1_chr	525539	525623	-	85	1
P125109_00528	P125109_v1_chr	525767	526411	+	645	1
P125109_00529	P125109_v1_chr	526640	527602	+	963	2
P125109_00530	P125109_v1_chr	527599	528570	-	972	533
P125109_00531	P125109_v1_chr	528678	530027	+	1350	945
P125109_00532	P125109_v1_chr	530076	531752	-	1677	537
P125109_00533	P125109_v1_chr	531830	531955	+	126	100
P125109_00534	P125109_v1_chr	531967	533187	-	1221	576
P125109_00535	P125109_v1_chr	533360	535021	+	1662	1493
P125109_00536	P125109_v1_chr	535138	535617	-	480	113
P125109_00537	P125109_v1_chr	535697	535813	+	117	0
P125109_00538	P125109_v1_chr	535819	536613	-	795	226
P125109_00539	P125109_v1_chr	536699	537526	-	828	431
P125109_00540	P125109_v1_chr	537680	540181	-	2502	1646
P125109_00541	P125109_v1_chr	540291	540707	+	417	90
P125109_00542	P125109_v1_chr	540708	541160	-	453	322
P125109_00543	P125109_v1_chr	541157	542074	-	918	440
P125109_00544	P125109_v1_chr	542221	542898	+	678	1167
P125109_00545	P125109_v1_chr	542885	543664	+	780	804
P125109_00546	P125109_v1_chr	543750	544604	-	855	630
P125109_00547	P125109_v1_chr	544664	545434	-	771	205
P125109_00548	P125109_v1_chr	545589	546173	-	585	488
P125109_00549	P125109_v1_chr	546174	546860	+	687	39
P125109_00550	P125109_v1_chr	546857	549271	+	2415	1644
P125109_00551	P125109_v1_chr	549268	549372	+	105	0
P125109_00552	P125109_v1_chr	549270	549321	+	52	0
P125109_00553	P125109_v1_chr	549457	550590	+	1134	357
P125109_00554	P125109_v1_chr	550847	551677	+	831	400
P125109_00555	P125109_v1_chr	551714	552730	+	1017	419
P125109_00556	P125109_v1_chr	552723	553382	+	660	177
P125109_00557	P125109_v1_chr	553421	554515	-	1095	624
P125109_00558	P125109_v1_chr	554585	555511	-	927	646
P125109_00559	P125109_v1_chr	555738	556220	+	483	327
P125109_00560	P125109_v1_chr	556299	557117	+	819	392
P125109_00561	P125109_v1_chr	557202	558983	+	1782	2448
P125109_00562	P125109_v1_chr	558996	559772	+	777	701
P125109_00563	P125109_v1_chr	559873	560751	+	879	762
P125109_00564	P125109_v1_chr	560817	562064	+	1248	1814
P125109_00565	P125109_v1_chr	562160	563614	+	1455	164
P125109_00566	P125109_v1_chr	563693	565054	+	1362	1250
P125109_00567	P125109_v1_chr	565113	566411	+	1299	1590
P125109_00568	P125109_v1_chr	566434	567582	+	1149	611
P125109_00569	P125109_v1_chr	567594	567659	-	66	110
P125109_00570	P125109_v1_chr	567662	568447	-	786	2508
P125109_00571	P125109_v1_chr	568458	569693	-	1236	1472
P125109_00572	P125109_v1_chr	569715	570764	-	1050	1093
P125109_00573	P125109_v1_chr	571080	572744	+	1665	1024
P125109_00574	P125109_v1_chr	572754	574013	+	1260	490
P125109_00575	P125109_v1_chr	574025	574834	+	810	296
P125109_00576	P125109_v1_chr	574838	575731	+	894	220
P125109_00577	P125109_v1_chr	575772	576839	-	1068	116
P125109_00578	P125109_v1_chr	576836	577345	-	510	9
P125109_00579	P125109_v1_chr	577463	578185	-	723	87
P125109_00580	P125109_v1_chr	578188	578682	-	495	18
P125109_00581	P125109_v1_chr	578855	580240	+	1386	1
P125109_00582	P125109_v1_chr	580284	581108	-	825	467
P125109_00583	P125109_v1_chr	581105	581542	-	438	306
P125109_00584	P125109_v1_chr	581535	582080	-	546	97
P125109_00585	P125109_v1_chr	582207	582419	-	213	138
P125109_00586	P125109_v1_chr	582421	583287	-	867	1
P125109_00587	P125109_v1_chr	583834	584391	+	558	757
P125109_00588	P125109_v1_chr	584465	584998	+	534	628
P125109_00589	P125109_v1_chr	585042	585734	+	693	619
P125109_00590	P125109_v1_chr	585765	588377	+	2613	1355
P125109_00591	P125109_v1_chr	588392	589399	+	1008	2169
P125109_00592	P125109_v1_chr	589409	589927	+	519	355
P125109_00593	P125109_v1_chr	589973	590605	-	633	356
P125109_00594	P125109_v1_chr	591209	591931	-	723	824
P125109_00595	P125109_v1_chr	591950	592261	-	312	59
P125109_00596	P125109_v1_chr	592423	593019	-	597	675
P125109_00597	P125109_v1_chr	593274	593350	+	77	0
P125109_00598	P125109_v1_chr	593444	593716	-	273	366
P125109_00599	P125109_v1_chr	593893	594111	-	219	291
P125109_00600	P125109_v1_chr	594283	594441	+	159	335
P125109_00601	P125109_v1_chr	594498	596138	-	1641	110
P125109_00602	P125109_v1_chr	596131	597057	-	927	855
P125109_00603	P125109_v1_chr	597054	597416	-	363	465
P125109_00604	P125109_v1_chr	597523	597632	+	110	60
P125109_00605	P125109_v1_chr	597839	598084	-	246	367
P125109_00606	P125109_v1_chr	598284	598613	-	330	945
P125109_00607	P125109_v1_chr	598662	598898	+	237	83
P125109_00608	P125109_v1_chr	598952	599806	-	855	420
P125109_00609	P125109_v1_chr	600022	601347	+	1326	944
P125109_00610	P125109_v1_chr	601504	601740	+	237	10
P125109_00611	P125109_v1_chr	601753	602313	+	561	1056
P125109_00612	P125109_v1_chr	602400	603575	-	1176	343
P125109_00613	P125109_v1_chr	603901	605295	+	1395	895
P125109_00614	P125109_v1_chr	605337	606584	-	1248	2518
P125109_00615	P125109_v1_chr	606895	608865	+	1971	2948
P125109_00616	P125109_v1_chr	609132	609785	-	654	277
P125109_00617	P125109_v1_chr	609882	610250	-	369	225
P125109_00618	P125109_v1_chr	610250	610831	-	582	203
P125109_00619	P125109_v1_chr	611120	611461	+	342	117
P125109_00620	P125109_v1_chr	611467	611715	-	249	1
P125109_00621	P125109_v1_chr	611782	612900	-	1119	403
P125109_00622	P125109_v1_chr	612912	613616	-	705	405
P125109_00623	P125109_v1_chr	613662	615917	-	2256	953
P125109_00624	P125109_v1_chr	616106	617320	+	1215	449
P125109_00625	P125109_v1_chr	617351	617569	+	219	13
P125109_00626	P125109_v1_chr	617566	621450	+	3885	1510
P125109_00627	P125109_v1_chr	621700	622836	+	1137	3590
P125109_00628	P125109_v1_chr	622889	623683	-	795	0
P125109_00629	P125109_v1_chr	623680	624669	-	990	1
P125109_00630	P125109_v1_chr	624669	625676	-	1008	1
P125109_00631	P125109_v1_chr	625787	627031	+	1245	452
P125109_00632	P125109_v1_chr	627094	628050	-	957	73
P125109_00633	P125109_v1_chr	628359	629534	+	1176	232
P125109_00634	P125109_v1_chr	629544	631154	+	1611	544
P125109_00635	P125109_v1_chr	631168	632025	+	858	203
P125109_00636	P125109_v1_chr	632025	632780	+	756	218
P125109_00637	P125109_v1_chr	632783	633196	+	414	161
P125109_00638	P125109_v1_chr	633378	635483	+	2106	1184
P125109_00639	P125109_v1_chr	635547	635744	+	198	0
P125109_00640	P125109_v1_chr	635780	636868	-	1089	679
P125109_00641	P125109_v1_chr	636995	638155	+	1161	322
P125109_00642	P125109_v1_chr	638156	638773	-	618	117
P125109_00643	P125109_v1_chr	638746	639981	-	1236	1420
P125109_00644	P125109_v1_chr	640147	641049	-	903	536
P125109_00645	P125109_v1_chr	641227	641335	+	109	685
P125109_00646	P125109_v1_chr	641366	642112	-	747	378
P125109_00647	P125109_v1_chr	642258	642409	+	152	119
P125109_00648	P125109_v1_chr	642553	643116	+	564	187
P125109_00649	P125109_v1_chr	643358	644923	+	1566	563
P125109_00650	P125109_v1_chr	645256	645816	+	561	201
P125109_00651	P125109_v1_chr	645809	648088	+	2280	1713
P125109_00652	P125109_v1_chr	648085	648642	+	558	524
P125109_00653	P125109_v1_chr	648642	649409	+	768	554
P125109_00654	P125109_v1_chr	649477	649905	-	429	348
P125109_00655	P125109_v1_chr	650128	651366	+	1239	305
P125109_00656	P125109_v1_chr	651449	651859	-	411	116
P125109_00657	P125109_v1_chr	651932	652027	-	96	131
P125109_00658	P125109_v1_chr	652094	652900	-	807	288
P125109_00659	P125109_v1_chr	653010	654473	-	1464	641
P125109_00660	P125109_v1_chr	654511	655407	-	897	624
P125109_00661	P125109_v1_chr	655379	655930	-	552	253
P125109_00662	P125109_v1_chr	655934	657463	-	1530	667
P125109_00663	P125109_v1_chr	657473	658381	-	909	266
P125109_00664	P125109_v1_chr	658378	658674	-	297	132
P125109_00665	P125109_v1_chr	658671	659747	-	1077	1404
P125109_00666	P125109_v1_chr	660132	661793	+	1662	1699
P125109_00667	P125109_v1_chr	661762	662442	+	681	332
P125109_00668	P125109_v1_chr	662461	662607	-	147	0
P125109_00669	P125109_v1_chr	662496	663881	-	1386	1122
P125109_00670	P125109_v1_chr	664260	664832	+	573	2891
P125109_00671	P125109_v1_chr	665020	665229	+	210	65
P125109_00672	P125109_v1_chr	665287	665670	-	384	0
P125109_00673	P125109_v1_chr	665761	666549	+	789	282
P125109_00674	P125109_v1_chr	666678	666881	+	204	92
P125109_00675	P125109_v1_chr	666967	667932	-	966	2
P125109_00676	P125109_v1_chr	668138	669091	-	954	1854
P125109_00677	P125109_v1_chr	669393	670034	-	642	62
P125109_00678	P125109_v1_chr	670134	670397	-	264	94
P125109_00679	P125109_v1_chr	670505	671716	-	1212	78
P125109_00680	P125109_v1_chr	671857	672990	-	1134	565
P125109_00681	P125109_v1_chr	673001	674113	-	1113	0
P125109_00682	P125109_v1_chr	674116	676017	-	1902	6
P125109_00683	P125109_v1_chr	676048	676515	-	468	266
P125109_00684	P125109_v1_chr	676519	676836	-	318	263
P125109_00685	P125109_v1_chr	677165	677773	-	609	253
P125109_00686	P125109_v1_chr	677870	678964	+	1095	755
P125109_00687	P125109_v1_chr	678939	679589	-	651	1
P125109_00688	P125109_v1_chr	679582	680613	-	1032	77
P125109_00689	P125109_v1_chr	680613	681203	-	591	2
P125109_00690	P125109_v1_chr	681218	683800	-	2583	12
P125109_00691	P125109_v1_chr	684088	684378	+	291	76
P125109_00692	P125109_v1_chr	684317	685567	+	1251	1721
P125109_00693	P125109_v1_chr	685617	686570	+	954	2064
P125109_00694	P125109_v1_chr	686638	688566	+	1929	3345
P125109_00695	P125109_v1_chr	688659	689132	+	474	346
P125109_00696	P125109_v1_chr	689171	690166	-	996	2366
P125109_00697	P125109_v1_chr	690291	690998	+	708	874
P125109_00698	P125109_v1_chr	690995	692428	+	1434	847
P125109_00699	P125109_v1_chr	692440	693135	+	696	800
P125109_00700	P125109_v1_chr	693132	694604	+	1473	1654
P125109_00701	P125109_v1_chr	694626	696305	-	1680	1009
P125109_00702	P125109_v1_chr	696381	697028	-	648	339
P125109_00703	P125109_v1_chr	697104	697619	-	516	521
P125109_00704	P125109_v1_chr	697651	698586	-	936	454
P125109_00705	P125109_v1_chr	698703	699428	-	726	632
P125109_00706	P125109_v1_chr	699428	700102	-	675	445
P125109_00707	P125109_v1_chr	700102	700842	-	741	715
P125109_00708	P125109_v1_chr	700854	701006	-	153	128
P125109_00709	P125109_v1_chr	701002	701910	-	909	483
P125109_00710	P125109_v1_chr	702265	703854	-	1590	4
P125109_00711	P125109_v1_chr	703823	704701	-	879	296
P125109_00712	P125109_v1_chr	704859	705332	-	474	1
P125109_00713	P125109_v1_chr	705329	706375	-	1047	188
P125109_00714	P125109_v1_chr	706580	708004	-	1425	563
P125109_00715	P125109_v1_chr	708148	709323	+	1176	8
P125109_00716	P125109_v1_chr	709390	709914	-	525	655
P125109_00717	P125109_v1_chr	710101	710175	-	75	0
P125109_00718	P125109_v1_chr	710219	710293	-	75	19
P125109_00719	P125109_v1_chr	710340	710416	-	77	0
P125109_00720	P125109_v1_chr	710432	710506	-	75	7
P125109_00721	P125109_v1_chr	710542	710616	-	75	0
P125109_00722	P125109_v1_chr	710640	710724	-	85	0
P125109_00723	P125109_v1_chr	710733	710809	-	77	0
P125109_00724	P125109_v1_chr	711001	711157	+	157	0
P125109_00725	P125109_v1_chr	711031	712695	-	1665	1626
P125109_00726	P125109_v1_chr	712985	713737	-	753	251
P125109_00727	P125109_v1_chr	713784	715004	-	1221	274
P125109_00728	P125109_v1_chr	715009	716223	-	1215	75
P125109_00729	P125109_v1_chr	716223	717023	-	801	323
P125109_00730	P125109_v1_chr	717350	719302	+	1953	1344
P125109_00731	P125109_v1_chr	719513	721180	+	1668	1
P125109_00732	P125109_v1_chr	721841	723247	+	1407	1879
P125109_00733	P125109_v1_chr	723297	723629	+	333	96
P125109_00734	P125109_v1_chr	723678	724982	-	1305	380
P125109_00735	P125109_v1_chr	725033	726172	-	1140	415
P125109_00736	P125109_v1_chr	726159	727562	-	1404	884
P125109_00737	P125109_v1_chr	727660	728586	-	927	488
P125109_00738	P125109_v1_chr	728701	729153	-	453	6
P125109_00739	P125109_v1_chr	729273	729328	-	56	3
P125109_00740	P125109_v1_chr	729435	729965	-	531	1
P125109_00741	P125109_v1_chr	730116	730409	-	294	111
P125109_00742	P125109_v1_chr	730543	731313	-	771	255
P125109_00743	P125109_v1_chr	731498	732040	+	543	96
P125109_00744	P125109_v1_chr	732065	733705	+	1641	5
P125109_00745	P125109_v1_chr	733820	734305	-	486	178
P125109_00746	P125109_v1_chr	734370	735689	-	1320	1202
P125109_00747	P125109_v1_chr	735686	737884	-	2199	2590
P125109_00748	P125109_v1_chr	738264	738368	-	105	10
P125109_00749	P125109_v1_chr	738646	739323	-	678	251
P125109_00750	P125109_v1_chr	739320	742004	-	2685	1758
P125109_00751	P125109_v1_chr	742001	742585	-	585	386
P125109_00752	P125109_v1_chr	742594	744642	-	2049	1490
P125109_00753	P125109_v1_chr	744663	746342	-	1680	2319
P125109_00754	P125109_v1_chr	746342	746431	-	90	0
P125109_00755	P125109_v1_chr	746768	746974	+	207	304
P125109_00756	P125109_v1_chr	747086	748507	+	1422	1092
P125109_00757	P125109_v1_chr	748546	750069	-	1524	1127
P125109_00758	P125109_v1_chr	750356	751099	+	744	487
P125109_00759	P125109_v1_chr	751115	751771	+	657	226
P125109_00760	P125109_v1_chr	751765	752697	+	933	749
P125109_00761	P125109_v1_chr	752687	753421	+	735	933
P125109_00762	P125109_v1_chr	753543	754334	+	792	520
P125109_00763	P125109_v1_chr	754389	755435	-	1047	869
P125109_00764	P125109_v1_chr	755572	756855	-	1284	376
P125109_00765	P125109_v1_chr	757059	757121	-	63	0
P125109_00766	P125109_v1_chr	757595	757999	+	405	49
P125109_00767	P125109_v1_chr	757993	758340	+	348	111
P125109_00768	P125109_v1_chr	758340	760106	+	1767	243
P125109_00769	P125109_v1_chr	760123	760839	+	717	179
P125109_00770	P125109_v1_chr	760938	761033	+	96	24
P125109_00771	P125109_v1_chr	761363	764164	+	2802	25
P125109_00772	P125109_v1_chr	764179	765387	+	1209	15
P125109_00773	P125109_v1_chr	765529	766695	+	1167	192
P125109_00774	P125109_v1_chr	766695	767564	+	870	108
P125109_00775	P125109_v1_chr	767553	767636	+	84	40
P125109_00776	P125109_v1_chr	767593	767718	+	126	25
P125109_00777	P125109_v1_chr	769147	770715	+	1569	22
P125109_00778	P125109_v1_chr	770731	771870	+	1140	3
P125109_00779	P125109_v1_chr	771885	771998	+	114	0
P125109_00780	P125109_v1_chr	771998	772291	+	294	72
P125109_00781	P125109_v1_chr	772440	772523	+	84	1
P125109_00782	P125109_v1_chr	772520	772924	+	405	145
P125109_00783	P125109_v1_chr	772921	773613	+	693	5
P125109_00784	P125109_v1_chr	773617	774045	+	429	0
P125109_00785	P125109_v1_chr	774110	775288	+	1179	49
P125109_00786	P125109_v1_chr	775412	776704	+	1293	1
P125109_00787	P125109_v1_chr	776739	777263	+	525	0
P125109_00788	P125109_v1_chr	777273	778061	+	789	255
P125109_00789	P125109_v1_chr	778226	778301	+	76	0
P125109_00790	P125109_v1_chr	778438	778513	+	76	0
P125109_00791	P125109_v1_chr	778517	778592	+	76	1
P125109_00792	P125109_v1_chr	778732	778807	+	76	6
P125109_00793	P125109_v1_chr	778942	779017	+	76	16
P125109_00794	P125109_v1_chr	779622	780665	+	1044	463
P125109_00795	P125109_v1_chr	780690	781409	+	720	175
P125109_00796	P125109_v1_chr	781406	782344	-	939	235
P125109_00797	P125109_v1_chr	782455	782841	-	387	257
P125109_00798	P125109_v1_chr	783161	784213	+	1053	251
P125109_00799	P125109_v1_chr	784307	784852	-	546	483
P125109_00800	P125109_v1_chr	784867	785712	-	846	104
P125109_00801	P125109_v1_chr	785842	786732	+	891	1
P125109_00802	P125109_v1_chr	786733	787659	-	927	23
P125109_00803	P125109_v1_chr	787939	788982	+	1044	0
P125109_00804	P125109_v1_chr	789257	789505	+	249	177
P125109_00805	P125109_v1_chr	789521	791290	+	1770	1070
P125109_00806	P125109_v1_chr	791303	792604	+	1302	889
P125109_00807	P125109_v1_chr	792723	793421	+	699	14
P125109_00808	P125109_v1_chr	793801	794880	+	1080	523
P125109_00809	P125109_v1_chr	794880	795656	+	777	97
P125109_00810	P125109_v1_chr	795747	796499	-	753	2
P125109_00811	P125109_v1_chr	796723	797763	-	1041	409
P125109_00812	P125109_v1_chr	797757	798905	-	1149	313
P125109_00813	P125109_v1_chr	798908	799954	-	1047	291
P125109_00814	P125109_v1_chr	799965	800981	-	1017	3925
P125109_00815	P125109_v1_chr	801204	802112	-	909	704
P125109_00816	P125109_v1_chr	802283	803758	-	1476	2059
P125109_00817	P125109_v1_chr	803826	804614	-	789	615
P125109_00818	P125109_v1_chr	804743	804892	+	150	272
P125109_00819	P125109_v1_chr	805059	805832	+	774	1001
P125109_00820	P125109_v1_chr	805832	806521	+	690	642
P125109_00821	P125109_v1_chr	806524	807582	+	1059	302
P125109_00822	P125109_v1_chr	807583	808401	-	819	380
P125109_00823	P125109_v1_chr	808565	809560	+	996	496
P125109_00824	P125109_v1_chr	809704	810987	-	1284	781
P125109_00825	P125109_v1_chr	811279	812448	+	1170	729
P125109_00826	P125109_v1_chr	812445	813386	+	942	323
P125109_00827	P125109_v1_chr	813431	814156	+	726	1003
P125109_00828	P125109_v1_chr	814353	816038	+	1686	593
P125109_00829	P125109_v1_chr	816040	817560	+	1521	952
P125109_00830	P125109_v1_chr	817645	818121	-	477	355
P125109_00831	P125109_v1_chr	818179	819468	-	1290	477
P125109_00832	P125109_v1_chr	819555	820595	+	1041	201
P125109_00833	P125109_v1_chr	820592	821749	+	1158	171
P125109_00834	P125109_v1_chr	821733	822488	+	756	180
P125109_00835	P125109_v1_chr	822481	823167	+	687	277
P125109_00836	P125109_v1_chr	823459	823521	-	63	0
P125109_00837	P125109_v1_chr	823818	825839	+	2022	1575
P125109_00838	P125109_v1_chr	826148	826321	+	174	96
P125109_00839	P125109_v1_chr	826329	827165	+	837	1202
P125109_00840	P125109_v1_chr	827253	827909	+	657	1262
P125109_00841	P125109_v1_chr	827999	828583	+	585	687
P125109_00842	P125109_v1_chr	828675	829583	-	909	404
P125109_00843	P125109_v1_chr	829947	830969	+	1023	1397
P125109_00844	P125109_v1_chr	830991	831503	+	513	185
P125109_00845	P125109_v1_chr	831548	831991	+	444	400
P125109_00846	P125109_v1_chr	831984	832229	+	246	0
P125109_00847	P125109_v1_chr	832231	832683	+	453	230
P125109_00848	P125109_v1_chr	832731	833435	+	705	1254
P125109_00849	P125109_v1_chr	833766	834287	+	522	640
P125109_00850	P125109_v1_chr	834317	834919	+	603	50
P125109_00851	P125109_v1_chr	834927	835487	+	561	976
P125109_00852	P125109_v1_chr	835490	836452	-	963	761
P125109_00853	P125109_v1_chr	836452	837693	-	1242	962
